Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Entropy,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
130000,-0.12694252,0.0037585606,0.029101016,0.00028799367,1.43491,1031.741935483871,-2.0531050233609762,-2.0531050233609762,1.0
140000,-0.10557329,0.023956696,0.021103078,0.00028691243,1.4349042,None,None,None,1.0
150000,-0.1930832,0.03895804,0.02771985,0.00028581163,1.433975,None,None,None,1.0
160000,-0.21984446,0.023207674,0.025052492,0.00028473642,1.433029,None,None,None,1.0
170000,-0.23381543,0.013239632,0.022381553,0.0002836356,1.4313005,None,None,None,1.0
180000,-0.24150284,0.008048951,0.021744872,0.00028253478,1.4292171,None,None,None,1.0
190000,-0.2414084,0.0062844353,0.024159111,0.00028145962,1.4274572,None,None,None,1.0
200000,-0.23720686,0.0067222673,0.025397917,0.0002803588,1.4257319,None,None,None,1.0
210000,-0.24552384,0.013518545,0.021336686,0.000279258,1.4239464,None,None,None,1.0
220000,-0.2545326,0.005499131,0.021353936,0.00027818285,1.4233067,None,None,None,1.0
230000,-0.24137937,0.01309118,0.029292246,0.00027706602,1.422122,1575.0,-1.0613753087818623,-1.0613753087818623,1.0
240000,-0.24018101,None,None,None,1.4205201,None,None,None,1.0
250000,-0.24059826,0.009161598,0.018061642,0.00027596523,1.4186114,None,None,None,1.0
260000,-0.17245972,0.010415416,0.022841861,0.00027491563,1.4176558,1874.0625,-3.430547204505274,-3.430547204505274,1.0
270000,-0.10930726,0.024982661,0.026356943,0.00027384644,1.4165118,None,None,None,1.0
280000,-0.20000206,0.037046894,0.018711796,0.00027277126,1.4168836,None,None,None,1.0
290000,-0.19447869,0.0114333695,0.020655688,0.00027167046,1.4167664,None,None,None,1.0
300000,-0.2093345,0.011607794,0.020602476,0.00027056964,1.4155259,None,None,None,1.0
310000,-0.20947348,0.008678612,0.028639482,0.00026949443,1.4145095,None,None,None,1.0
320000,-0.19807762,0.009503177,0.027684476,0.00026839363,1.4140196,None,None,None,1.0
330000,-0.18443812,0.0140150795,0.019868704,0.00026728483,1.4141957,877.4,0.18334984164685011,0.18334984164685011,1.0
340000,-0.19422792,0.011468035,0.028047886,0.00026623526,1.4149306,None,None,None,1.0
350000,-0.21447922,0.013191728,0.021376835,0.00026510883,1.4143008,None,None,None,1.0
360000,-0.20069769,None,None,None,1.4141318,1604.7777777777778,-2.2249447212735607,-2.2249447212735607,1.0
370000,-0.20437248,0.014958719,0.025342584,0.00026399642,1.4155833,None,None,None,1.0
380000,-0.23631236,0.00743354,0.019217582,0.0002629212,1.4154915,None,None,None,1.0
390000,-0.13423818,0.013952626,0.020628469,0.00026182042,1.4152107,1999.0,-3.6805211602089307,-3.6805211602089307,1.0
400000,-0.085224986,0.029002035,0.02877023,0.00026077082,1.4153357,None,None,None,1.0
410000,-0.14448506,0.017550468,0.026451794,0.0002596444,1.4140131,None,None,None,1.0
