Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
640000,1.4002104,-0.17424834,1999.0,-3.7465502433478832,-3.7465502433478832,0.018370349,0.022472871,0.00023683485,1.0
650000,1.3997316,-0.10246116,580.6,1.1844001684570684,1.1844001684570684,0.019424075,0.022733098,0.0002357532,1.0
660000,1.3985716,-0.06864438,1999.0,-3.0740004181861877,-3.0740004181861877,0.020807024,0.021151489,0.0002346944,1.0
670000,1.3968599,-0.13208134,1535.0,-2.1299003077554515,-2.1299003077554515,0.02616424,0.028527347,0.00023358727,1.0
680000,1.3949528,-0.106845535,1596.6,-2.5931002955650913,-2.5931002955650913,0.017598383,0.02195211,0.00023248127,1.0
690000,1.3932476,-0.1401784,903.0,0.11459972122684121,0.11459972122684121,0.016630396,0.023400458,0.00023140608,1.0
700000,1.3918589,-0.13080513,1124.7142857142858,-1.2283890767786134,-1.2283890767786134,0.023541326,0.023709884,0.00023028922,1.0
710000,1.3901742,-0.077164315,648.2,1.0342666643516472,1.0342666643516472,0.027840964,0.020401321,0.00022921484,1.0
720000,1.3904357,-0.14508152,921.4,-0.08130003651604056,-0.08130003651604056,0.031357817,0.020670185,0.00022816524,1.0
730000,1.3896439,-0.15272093,297.4,2.3728001058101653,2.3728001058101653,0.019832997,0.023271484,0.00022704962,1.0
740000,1.3895252,-0.20786327,1171.8,-0.8179001323413104,-0.8179001323413104,None,None,None,1.0
750000,1.3900299,-0.1977296,1267.0,-0.9315835113973461,-0.9315835113973461,0.017751027,0.025853183,0.00022591926,1.0
760000,1.3895714,-0.11516604,1207.2105263157894,-0.7756580479265387,-0.7756580479265387,0.022683728,0.022180788,0.00022489122,1.0
770000,1.3901364,-0.077557035,1737.4615384615386,-3.119250165298581,-3.119250165298581,0.0322837,0.02086195,0.00022382442,1.0
780000,1.3896165,-0.041666817,None,-1.097500307764858,-1.097500307764858,0.034096852,0.017549874,0.00022279327,1.0
790000,1.3899475,-0.054643072,1295.2857142857142,-1.2701072858513467,-1.2701072858513467,0.014865597,0.022334628,0.00022164124,1.0
800000,1.3901031,-0.07068728,665.4,0.9170999371912331,0.9170999371912331,0.025704838,0.02931439,0.00022051764,1.0
810000,1.3900162,-0.06682852,795.4,0.6226999597274698,0.6226999597274698,0.019685294,0.026437689,0.00021946762,1.0
820000,1.3901248,-0.053308327,464.6,1.5203334291543191,1.5203334291543191,0.030214867,0.02518103,0.00021835243,1.0
830000,1.3903059,-0.08054278,826.3333333333334,0.33964985978091133,0.33964985978091133,0.027631855,0.015993342,0.00021731721,1.0
840000,1.3901126,-0.11003305,819.8,0.37309985398314893,0.37309985398314893,0.021149363,0.024109859,0.00021617404,1.0
850000,1.3883846,-0.13396548,370.73333333333335,1.8281333891519655,1.8281333891519655,0.018621858,0.023197953,0.00021513984,1.0
860000,1.3876488,-0.07432381,1241.0,-0.4030000452055699,-0.4030000452055699,0.025580062,0.019855319,0.00021408964,1.0
870000,1.3863164,-0.031020239,513.4,-0.22225007446832024,-0.22225007446832024,0.030847963,0.027242104,0.00021301248,1.0
880000,1.3853866,-0.11724349,1999.0,-3.3586669449384012,-3.3586669449384012,None,None,None,1.0
890000,1.3860288,-0.0843216,None,None,None,0.016330432,0.026204346,0.00021188606,1.0
900000,1.3846579,-0.15141226,1999.0,-2.8982504066079855,-2.8982504066079855,0.016345013,0.03075393,0.00021083647,1.0
910000,1.3848759,-0.10566849,821.8571428571429,0.569571407798711,0.569571407798711,0.016348341,0.023661837,0.00020970685,1.0
920000,1.3851202,-0.0425715,1303.857142857143,-1.321071550013065,-1.321071550013065,0.01618617,0.025928045,0.00020856285,1.0
930000,1.3851886,-0.13402288,None,None,None,0.02790025,0.025506534,0.0002075184,1.0
940000,1.3851589,-0.12385346,1457.4444444444443,-1.6713890069901634,-1.6713890069901634,0.012828306,0.028172454,0.00020639728,1.0
950000,1.3849273,-0.08899309,None,None,None,0.020482285,0.016749524,0.0002053284,1.0
960000,1.38444,-0.111841075,288.2,1.9356000259285793,1.9356000259285793,0.017761765,0.018535802,0.00020429528,1.0
970000,1.3831232,-0.050131943,955.5333333333333,0.07099989373624946,0.07099989373624946,0.02067885,0.02274002,0.00020323243,1.0
980000,1.383439,-0.04867195,496.2,1.329124989596312,1.329124989596312,0.0402855,0.027916085,0.00020210445,1.0
990000,1.3827661,0.025336824,1034.142857142857,-0.6232501257077924,-0.6232501257077924,0.028546307,0.021702131,0.0002010073,1.0
1000000,1.3833307,-0.037097953,965.5263157894736,0.05881563363302695,0.05881563363302695,None,None,None,1.0
1010000,1.3831066,-0.033268094,1999.0,-2.8903751969337463,-2.8903751969337463,0.02713952,0.020159978,0.00019991321,1.0
1020000,1.3828504,-0.08444397,None,None,None,0.028902235,0.021257948,0.00019877405,1.0
1030000,1.3822119,-0.058082994,497.4,1.4671000756788999,1.4671000756788999,0.020259941,0.025515664,0.00019770567,1.0
1040000,1.3812937,-0.111183874,1999.0,-2.822250323370099,-2.822250323370099,0.041012805,0.026751896,0.00019662405,1.0
1050000,1.380417,-0.067940734,721.4,None,None,0.017480547,0.030148888,0.00019556803,1.0
1060000,1.3799429,-0.09783901,1079.0,0.4304997853210403,0.4304997853210403,0.016134936,0.027126122,0.00019443886,1.0
1070000,1.3801037,-0.053464036,716.2631578947369,0.8262893851405304,0.8262893851405304,0.013167219,0.025980314,0.00019340769,1.0
1080000,1.3803971,-0.06165812,1266.2,-0.9268001408781856,-0.9268001408781856,0.022365483,0.024581684,0.00019231766,1.0
1090000,1.379887,-0.1564419,None,None,None,0.016655415,0.027425386,0.00019119125,1.0
1100000,1.3792199,-0.1542856,1674.5555555555557,-2.0860558717718556,-2.0860558717718556,0.004678588,0.0222044,0.00019016083,1.0
1110000,1.3777646,-0.06871494,1410.851851851852,-1.5328411228891292,-1.5328411228891292,0.021775119,0.030482164,0.00018911764,1.0
1120000,1.3771226,-0.051300015,416.7142857142857,1.124607084406307,1.124607084406307,0.039904226,0.024541624,0.00018802688,1.0
1130000,1.3758842,-0.04856335,1287.888888888889,-0.51528578453664,-0.51528578453664,None,None,None,1.0
1140000,1.3753929,0.016876549,588.4,1.1130500334955287,1.1130500334955287,0.032086074,0.026229471,0.00018694246,1.0
1150000,1.3758687,-0.068368725,1252.0,-0.16637486964464188,-0.16637486964464188,0.0358583,0.02283741,0.00018581486,1.0
1160000,1.375068,-0.10460988,679.0,0.7965998290106654,0.7965998290106654,0.016757812,0.026082357,0.0001847761,1.0
1170000,1.3742374,-0.10332992,1040.7333333333333,-0.267821515594343,-0.267821515594343,0.010600323,0.018077709,0.00018370681,1.0
1180000,1.3741865,0.0001508775,721.0,0.4821499662590213,0.4821499662590213,0.027632674,0.016016975,0.00018265887,1.0
1190000,1.3740079,-0.046435148,770.3125,2.0616364915146153,2.0616364915146153,0.034613475,0.026234757,0.0001816125,1.0
1200000,1.372805,-0.028160011,283.57142857142856,0.7045713944659967,0.7045713944659967,0.026178252,0.02596757,0.00018047167,1.0
1210000,1.3707752,-0.050585404,623.0,1.0597499681054614,1.0597499681054614,0.036813416,0.021080917,0.00017944124,1.0
1220000,1.3692853,-0.02520847,256.2,2.268100058892742,2.268100058892742,0.031618275,0.025765233,0.00017837888,1.0
1230000,1.3683507,-0.040541008,1157.3529411764705,0.02379549283068627,0.02379549283068627,0.027722355,0.016578712,0.00017728523,1.0
1240000,1.3685572,0.0025997579,239.0,2.530666787342246,2.530666787342246,0.02784174,0.0247796,0.00017616764,1.0
1250000,1.3685936,-0.037329476,1644.0,-0.63204172764866,-0.63204172764866,0.027749717,0.023036633,0.0001751341,1.0
1260000,1.3676819,-0.072277196,1153.2222222222222,-0.4753891633720034,-0.4753891633720034,0.01388758,0.021753442,0.0001740761,1.0
1270000,1.3668249,-0.012273754,871.0,0.76110704918392,0.76110704918392,0.02309386,0.024262361,0.00017301283,1.0
1280000,1.3653376,0.0063784025,722.0588235294117,0.3986051758555205,0.3986051758555205,None,None,None,1.0
1290000,1.364623,0.057190105,638.04,1.1189799560350366,1.1189799560350366,0.027705643,0.02204301,0.00017192125,1.0
1300000,1.3645976,-0.021381242,207.0,None,None,0.039162826,0.018123882,0.00017088688,1.0
1310000,1.3649111,0.01878758,1154.5555555555557,0.739749970297063,0.739749970297063,0.02326086,0.026283907,0.00016986123,1.0
1320000,1.3645718,-0.097563796,839.2222222222222,0.10467850361185681,0.10467850361185681,0.037543233,0.020599004,0.00016882128,1.0
1330000,1.3644315,-0.02117269,535.4,1.776807778980583,1.776807778980583,0.02989072,0.029442718,0.00016769287,1.0
