Steps,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Entropy,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
130000,-0.6851676,0.00579966,0.019597739,0.00029399683,4.282415,1142.2857142857142,-8.92055108436034,-8.92055108436034,1.0
140000,-0.522362,0.014873806,0.027467962,0.0002934824,4.3032303,None,None,None,1.0
150000,-0.64460284,0.019575328,0.018702382,0.000292932,4.290579,None,None,None,1.0
160000,-0.74248517,0.009513754,0.02368662,0.0002923944,4.28291,None,None,None,1.0
170000,-0.79953617,0.004829244,0.022046927,0.000291844,4.2539525,None,None,None,1.0
180000,-0.88444,0.008362571,0.025403142,0.0002912936,4.2348337,None,None,None,1.0
190000,-0.91768444,0.003268139,0.021297868,0.00029075606,4.2050734,None,None,None,1.0
200000,-0.9274881,0.0029935988,0.022499021,0.00029020564,4.1534038,None,None,None,1.0
210000,-1.0115539,0.014259307,0.022266744,0.00028965523,4.113872,None,None,None,1.0
220000,-0.97630954,0.00257925,0.023955788,0.00028911763,4.039321,None,None,None,1.0
230000,-1.012089,0.003935451,0.025234213,0.00028856721,3.9520657,None,None,None,1.0
240000,-0.9983701,0.002070633,0.030249596,0.0002880168,3.9006805,None,None,None,1.0
250000,-1.018622,None,None,None,3.7838337,None,None,None,1.0
260000,-0.7224336,0.007778782,0.018213151,0.0002874792,3.9673815,1599.2,-11.869184669866081,-11.869184669866081,1.0
270000,-0.4574543,0.023339042,0.019701855,0.00028692803,3.9952314,None,None,None,1.0
280000,-0.62779987,0.016108386,0.021429397,0.00028639042,3.9515433,None,None,None,1.0
290000,-0.70446545,0.012804368,0.023043644,0.00028584,3.907551,None,None,None,1.0
300000,-0.7861104,0.017431907,0.024737524,0.00028528963,3.9142685,None,None,None,1.0
310000,-0.85189605,0.005391,0.029270906,0.000284752,3.8857622,None,None,None,1.0
320000,-0.87237257,0.003761005,0.0225933,0.00028420158,3.8277433,None,None,None,1.0
330000,-0.9165947,0.004777359,0.022434916,0.0002836512,3.7651389,None,None,None,1.0
340000,-0.9042861,0.002395418,0.02196043,0.00028311362,3.7490468,None,None,None,1.0
350000,-0.95399857,0.0019134139,0.027199557,0.0002825632,3.7008858,None,None,None,1.0
360000,-0.95018417,0.0027938806,0.03243207,0.00028201283,3.6296709,None,None,None,1.0
