Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
2070000,3.7466035,2.167766,457.1666666666667,56.09224634934217,56.09224634934217,8.210029,0.02695517,0.00019699804,1.0
2080000,3.378047,4.4033012,463.51162790697674,56.401320394244976,56.401320394244976,11.708377,0.024878146,0.00019647644,1.0
2090000,3.3490999,5.7450256,425.0,58.14537130882309,58.14537130882309,20.615414,0.025222037,0.00019595925,1.0
2100000,3.4130433,5.4080067,445.8,58.5384193321981,58.5384193321981,22.358578,0.02658891,0.00019543186,1.0
2110000,3.495799,3.4583561,321.5,55.804164548900545,55.804164548900545,22.186625,0.024658764,0.00019490205,1.0
2120000,3.536344,4.576606,313.25,61.02673370931353,61.02673370931353,14.759263,0.01999464,0.00019436047,1.0
2130000,3.579249,2.9881334,313.7142857142857,54.71320719669827,54.71320719669827,10.892341,0.020200066,0.00019384029,1.0
2140000,3.3565032,4.2869086,272.2,61.16745943935846,61.16745943935846,15.312794,0.018714149,0.00019332723,1.0
2150000,3.0674396,6.1701756,331.25,57.87587233051696,57.87587233051696,24.232544,0.025887046,0.00019279042,1.0
2160000,3.2615387,6.683607,192.5,60.73889985698874,60.73889985698874,25.856085,0.021895362,0.00019225065,1.0
2170000,3.516869,4.5308814,476.2857142857143,58.19501764164306,58.19501764164306,17.749607,0.02172927,0.00019169645,1.0
2180000,3.410364,4.168445,482.125,57.31404360906648,57.31404360906648,20.076368,0.023014436,0.00019117446,1.0
2190000,3.5087113,4.19235,233.125,60.56426699676214,60.56426699676214,24.605371,0.02315509,0.00019062265,1.0
2200000,3.1246254,5.6315436,311.46153846153845,59.984431405591366,59.984431405591366,18.163387,0.02155342,0.00019007086,1.0
2210000,3.1785173,6.408263,342.8888888888889,55.32055384452719,55.32055384452719,26.904305,0.019408526,0.0001895193,1.0
2220000,3.3295388,5.2616153,293.875,57.44378772798033,57.44378772798033,23.243532,0.023628052,0.00018900068,1.0
2230000,3.2976043,5.8251295,212.75,58.75305824747608,58.75305824747608,None,None,None,1.0
2240000,3.4200096,5.197328,181.22222222222223,58.06628698417788,58.06628698417788,24.412209,0.026964614,0.0001884539,1.0
2250000,3.4173744,5.1691885,427.2857142857143,57.69320017153708,57.69320017153708,17.08576,0.02558173,0.00018789986,1.0
2260000,3.2246466,5.6223445,225.05882352941177,58.464274960164204,58.464274960164204,21.675152,0.026736116,0.00018737325,1.0
2270000,3.4582303,5.091952,214.28571428571428,60.03041418201091,60.03041418201091,22.771923,0.023245113,0.00018681487,1.0
2280000,3.3954928,4.1460075,216.11111111111111,58.516229375100615,58.516229375100615,21.243864,0.019693397,0.00018624785,1.0
2290000,3.272554,5.152632,225.66666666666666,59.793987723559525,59.793987723559525,20.956205,0.023717768,0.00018573267,1.0
2300000,3.2747817,6.1173296,418.625,57.74464693512501,57.74464693512501,22.120846,0.021093816,0.00018518606,1.0
2310000,3.4300642,4.8125424,377.2857142857143,59.032059821125586,59.032059821125586,17.557026,0.025023472,0.00018465341,1.0
2320000,3.3898723,4.7078133,176.44444444444446,59.47899997056811,59.47899997056811,17.358656,0.03192356,0.00018410427,1.0
2330000,3.2070076,4.6653056,256.6666666666667,58.28770053994635,58.28770053994635,17.340261,0.030492377,0.00018356688,1.0
2340000,3.1870725,6.6947002,271.75,59.711946143215755,59.711946143215755,23.84957,0.025432585,0.00018302644,1.0
2350000,3.2114995,6.81111,270.1111111111111,56.600957050974316,56.600957050974316,22.219387,0.025927786,0.00018250706,1.0
2360000,3.2614727,4.9294443,570.7,58.826062797092426,58.826062797092426,None,None,None,1.0
2370000,3.0541208,6.8453283,456.27027027027026,56.12875127413067,56.12875127413067,18.733845,0.022628684,0.00018195526,1.0
2380000,3.0907211,7.9951677,175.46666666666667,58.8078398354682,58.8078398354682,21.511875,0.021900266,0.00018141507,1.0
2390000,3.1235666,6.1191406,246.1,57.81574023428468,57.81574023428468,20.27129,0.029599812,0.00018087166,1.0
2400000,3.129118,5.7314363,193.0,59.232476232212015,59.232476232212015,28.243994,0.022210695,0.00018035945,1.0
2410000,3.4050765,5.8062124,218.75,58.700636087873136,58.700636087873136,24.495144,0.029604992,0.00017984306,1.0
2420000,3.3129604,3.1075385,403.57142857142856,56.585349490200834,56.585349490200834,20.881275,0.02460905,0.00017928425,1.0
2430000,3.1850183,5.790208,193.11111111111111,59.40427594276242,59.40427594276242,12.693892,0.022393538,0.00017876463,1.0
2440000,3.4830754,4.8001842,241.8,58.631087494791366,58.631087494791366,19.447193,0.026342286,0.00017824642,1.0
2450000,3.2460847,4.731067,527.75,54.95106245196075,54.95106245196075,13.179553,0.029506776,0.0001777051,1.0
2460000,3.0907922,5.549458,272.6363636363636,59.20716596954199,59.20716596954199,18.506233,0.022782398,0.00017717188,1.0
2470000,3.3276284,5.9347105,212.83333333333334,58.22189782125255,58.22189782125255,26.53456,0.026051166,0.00017664165,1.0
2480000,3.5059152,4.0563607,344.2857142857143,58.240538223054806,58.240538223054806,12.949351,0.02049657,0.00017610409,1.0
2490000,3.0299175,5.647654,277.9230769230769,58.776707314056175,58.776707314056175,22.792772,0.02462342,0.00017557625,1.0
2500000,3.0583296,7.4251027,516.8148148148148,55.319311017153915,55.319311017153915,25.459282,0.019778924,0.00017504807,1.0
2510000,2.9992688,5.989026,266.4878048780488,57.82729690709733,57.82729690709733,None,None,None,1.0
2520000,3.0912025,7.0819874,169.7,60.47865920789939,60.47865920789939,20.641375,0.025156047,0.00017449849,1.0
2530000,3.1865437,5.215927,136.6,59.49987329647411,59.49987329647411,27.160412,0.020097762,0.00017393549,1.0
2540000,3.2076104,5.194525,286.8,57.744388176808165,57.744388176808165,22.581793,0.022499066,0.00017338822,1.0
2550000,3.250945,6.308568,162.0,61.612229090616374,61.612229090616374,23.743032,0.02511755,0.00017283346,1.0
2560000,3.2350018,4.757384,602.7142857142857,57.01990692993942,57.01990692993942,19.467583,0.02635046,0.00017229703,1.0
2570000,3.2369187,5.3569713,334.1818181818182,59.02588303600946,59.02588303600946,16.337122,0.028870156,0.00017178469,1.0
2580000,3.3230004,5.6790175,150.16666666666666,61.70799451987259,61.70799451987259,20.555162,0.02365795,0.00017121105,1.0
2590000,3.203871,5.610032,315.25,57.71191643735963,57.71191643735963,22.970257,0.021904113,0.00017068708,1.0
2600000,3.321328,4.0870953,327.8,58.50986272895534,58.50986272895534,13.833315,0.017122915,0.00017017168,1.0
2610000,3.3164184,4.4443974,313.6666666666667,58.52254786046355,58.52254786046355,12.504696,0.029333584,0.00016965024,1.0
2620000,3.4723556,3.3084376,610.5,58.723942862732656,58.723942862732656,10.920934,0.027600892,0.00016909729,1.0
2630000,3.413505,3.9601986,374.14285714285717,55.341744865779766,55.341744865779766,10.240725,0.021342633,0.00016852748,1.0
2640000,3.0756352,4.5433993,440.1111111111111,57.85024041449651,57.85024041449651,None,None,None,1.0
2650000,3.111715,5.897405,243.28571428571428,57.81795109280696,57.81795109280696,16.786766,0.026551105,0.00016797005,1.0
2660000,3.1408117,4.993982,341.0,58.75085590519302,58.75085590519302,19.997995,0.023743112,0.0001674489,1.0
2670000,2.9300969,6.3089423,282.75,58.09777981486695,58.09777981486695,16.560501,0.021387452,0.00016691224,1.0
2680000,3.198555,4.8004727,335.1,59.36537546874024,59.36537546874024,21.113081,0.028034098,0.00016635803,1.0
2690000,3.0223215,6.3480268,196.71428571428572,58.35138838567218,58.35138838567218,17.705275,0.025189577,0.0001658223,1.0
2700000,3.4087684,3.7577808,631.92,58.50613398795637,58.50613398795637,22.109922,0.021920707,0.00016530341,1.0
2710000,3.1592085,5.362932,367.4117647058824,57.36741436757276,57.36741436757276,15.133136,0.025234362,0.00016474005,1.0
2720000,3.368993,5.2349186,401.3333333333333,56.377751051508916,56.377751051508916,24.370792,0.03321493,0.00016420007,1.0
2730000,3.1151998,5.1005807,256.8888888888889,59.98538306126138,59.98538306126138,19.761545,0.028657068,0.00016365763,1.0
2740000,3.00081,6.479949,267.45454545454544,58.65023033562201,58.65023033562201,16.438246,0.018838078,0.00016312083,1.0
2750000,3.0689268,6.143963,303.7142857142857,60.88978114913698,60.88978114913698,27.467335,0.022828056,0.00016256103,1.0
2760000,2.9177442,6.08148,204.54545454545453,59.509780130010434,59.509780130010434,19.187523,0.029956603,0.00016201806,1.0
2770000,3.1652596,5.7521124,220.0,59.3743562126765,59.3743562126765,None,None,None,1.0
2780000,3.195706,6.3341336,355.6666666666667,57.35064313893478,57.35064313893478,20.820839,0.021257821,0.00016146543,1.0
2790000,3.4397166,3.5170486,245.8,58.81866864049031,58.81866864049031,22.24812,0.02482039,0.00016094788,1.0
2800000,3.3004391,3.9302068,579.7142857142857,55.98348136171698,55.98348136171698,7.6966004,0.02215251,0.00016041944,1.0
2810000,3.2701285,5.060521,320.10526315789474,56.56075575614814,56.56075575614814,13.851096,0.024157315,0.00015990304,1.0
2820000,3.06987,5.002282,323.0,57.48723286722735,57.48723286722735,12.755384,0.023704084,0.0001593767,1.0
2830000,3.3081212,5.0889935,604.6,55.64307364788838,55.64307364788838,15.471239,0.019669674,0.0001588639,1.0
2840000,3.3827364,3.3623428,231.0,58.6924441200681,58.6924441200681,13.907374,0.022703351,0.00015833662,1.0
2850000,3.2598486,3.001103,565.125,59.083429761418714,59.083429761418714,8.661654,0.022360634,0.00015779784,1.0
2860000,3.1748927,5.0134673,135.66666666666666,57.61196296314216,57.61196296314216,16.794453,0.028185396,0.00015725048,1.0
2870000,3.495297,3.8276083,365.6666666666667,60.55049688508734,60.55049688508734,9.614133,0.022448752,0.00015671828,1.0
2880000,3.195392,3.8143892,252.85714285714286,58.297193204766245,58.297193204766245,9.267217,0.028601022,0.00015618745,1.0
2890000,3.2865152,4.6188717,141.0,59.521551522581525,59.521551522581525,18.900434,0.029383682,0.00015564446,1.0
2900000,3.271889,3.1711755,720.1111111111111,55.490175001788884,55.490175001788884,6.9760437,0.030898528,0.00015511464,1.0
2910000,2.9435017,5.3985243,514.5,56.90628399262205,56.90628399262205,18.715515,0.025253262,0.00015454847,1.0
2920000,3.0340817,5.023365,235.57142857142858,60.70107484670007,60.70107484670007,18.280586,0.02216596,0.00015400404,1.0
2930000,3.1291397,4.4875627,461.0,57.29584285345239,57.29584285345239,None,None,None,1.0
2940000,3.0373034,4.654352,243.28571428571428,58.94619734256412,58.94619734256412,16.08815,0.029160134,0.00015348525,1.0
2950000,3.0559886,5.010601,558.0,55.62749501883589,55.62749501883589,18.793385,0.026609283,0.00015293848,1.0
2960000,2.8170524,5.4987893,432.8,58.75935565966431,58.75935565966431,16.396938,0.031741746,0.00015239327,1.0
2970000,3.006988,5.1052237,392.3333333333333,58.107826089748414,58.107826089748414,21.769342,0.023393838,0.00015185824,1.0
2980000,3.1028748,4.581414,210.75,58.92995308918762,58.92995308918762,17.080957,0.027236922,0.00015130926,1.0
2990000,3.366674,2.3819466,177.33333333333334,60.707371945725754,60.707371945725754,12.329465,0.027036944,0.00015076787,1.0
3000000,3.3223684,2.9667907,365.75,56.77486129802128,56.77486129802128,8.147164,0.02119581,0.00015024608,1.0
3010000,3.0209768,3.5681186,576.75,56.07545960371499,56.07545960371499,6.2745166,0.020770347,0.00014972627,1.0
3020000,3.0149848,5.997017,313.0,58.70191500056535,58.70191500056535,17.933176,0.025275122,0.00014917586,1.0
3030000,2.6688464,6.549054,227.66666666666666,58.65245009369683,58.65245009369683,23.228786,0.021162111,0.0001486567,1.0
3040000,3.3086622,4.345611,241.6,58.66953212232329,58.66953212232329,17.026527,0.02297316,0.00014814068,1.0
3050000,3.0903757,3.6843967,599.75,57.625790315240415,57.625790315240415,15.191638,0.014355717,0.00014760609,1.0
3060000,3.075535,4.5373306,141.4,58.630555781256405,58.630555781256405,14.872382,0.019785108,0.00014706928,1.0
3070000,3.1891408,3.5264716,350.6,59.395488050114366,59.395488050114366,10.338769,0.024566984,0.00014654547,1.0
3080000,2.9906874,3.9348307,680.5,55.8255757618592,55.8255757618592,14.181324,0.024168573,0.0001460107,1.0
3090000,2.7661738,5.9607015,388.3636363636364,57.84902594407322,57.84902594407322,None,None,None,1.0
3100000,2.9742625,5.090291,356.25,58.11133902935641,58.11133902935641,22.988792,0.023299832,0.00014546126,1.0
3110000,2.8899367,5.071305,217.71428571428572,60.5574330418749,60.5574330418749,19.165646,0.023745839,0.00014488967,1.0
3120000,2.8484533,6.3364263,257.6666666666667,58.38462061122326,58.38462061122326,20.178808,0.026894381,0.00014432507,1.0
3130000,3.1246526,4.3697553,158.57142857142858,59.616338147005685,59.616338147005685,20.05226,0.020956108,0.00014379589,1.0
3140000,3.1189601,4.9515777,268.0,59.41536741905535,59.41536741905535,17.175608,0.029962208,0.00014327046,1.0
