Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
30000,1.4261721,-0.035783768,1999.2777777777778,1.2004194378852844,1.2004194378852844,1.0
40000,1.4256014,-0.017350817,None,1.7719917985109181,1.7719917985109181,1.0
50000,1.4248171,-0.010113028,None,None,None,1.0
60000,1.4247724,-0.016177457,None,None,None,1.0
70000,1.4241164,-0.034133784,1999.0,2.0017839463857503,2.0017839463857503,1.0
80000,1.424384,0.0075279535,None,0.8043995052576065,0.8043995052576065,1.0
90000,1.4245625,0.017264573,None,None,None,1.0
100000,1.4266926,-0.006946838,1999.0,None,None,1.0
110000,1.4258397,-0.021078205,1999.7058823529412,2.0021883340345488,2.0021883340345488,1.0
120000,1.4264657,0.022189256,None,None,None,1.0
130000,1.4265366,0.007265633,None,None,None,1.0
140000,1.4233278,-0.021870766,1999.0555555555557,1.1123550865385268,1.1123550865385268,1.0
150000,1.4228802,0.03681537,None,1.78111056652334,1.78111056652334,1.0
160000,1.4237067,0.058370303,None,None,None,1.0
170000,1.4238034,0.004964994,None,None,None,1.0
180000,1.4255185,0.0015619234,1999.0,1.4724759547149433,1.4724759547149433,1.0
190000,1.4252883,0.069872186,None,0.004499852657318115,0.004499852657318115,1.0
200000,1.4248694,0.034589507,None,None,None,1.0
210000,1.4216105,0.030285945,1999.0,1.2006995171308517,1.2006995171308517,1.0
220000,1.42118,0.056714833,None,2.387960828267611,2.387960828267611,1.0
230000,1.4188032,0.07852207,None,None,None,1.0
240000,1.418586,0.02083059,None,None,None,1.0
250000,1.4171733,-0.0007910668,1999.0,1.6171687004657893,1.6171687004657893,1.0
260000,1.4170252,0.13158426,None,2.2040993183851243,2.2040993183851243,1.0
270000,1.4165303,0.04682699,None,None,None,1.0
280000,1.4155762,0.027030014,1999.0,None,None,1.0
290000,1.4143984,0.01789038,1999.1764705882354,3.059037974311246,3.059037974311246,1.0
300000,1.4136887,0.16205606,None,None,None,1.0
310000,1.4129736,0.07087555,None,None,None,1.0
320000,1.4129311,0.04255793,1999.3333333333333,3.4461768832471638,3.4461768832471638,1.0
330000,1.4134854,0.12104821,None,2.8941435052288904,2.8941435052288904,1.0
340000,1.4129564,0.128164,None,None,None,1.0
350000,1.4110726,0.043116223,None,None,None,1.0
