Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
80000,-1.8078446,1.4243249,1999.0,-154.1200031867394,-154.1200031867394,1.0
90000,-2.0356405,1.4231282,1332.6666666666667,-147.04818552190608,-147.04818552190608,1.0
100000,-1.5774381,1.4203066,0.0,-36.7767224306943,-36.7767224306943,1.0
110000,-2.494966,None,None,None,None,1.0
120000,-2.689792,1.4240378,None,None,None,1.0
130000,-2.811728,1.4277253,None,None,None,1.0
140000,-2.7995026,1.427803,None,None,None,1.0
150000,-2.9398904,1.4302884,None,None,None,1.0
160000,-2.9931664,None,None,None,None,1.0
170000,-3.2382596,1.4274961,1999.0,None,None,1.0
180000,-3.301607,None,1999.0,-112.12364127419211,-112.12364127419211,1.0
190000,-3.308467,1.426705,1999.0,-107.88857678004673,-107.88857678004673,1.0
200000,-3.6658797,1.4262161,None,-115.0240047454834,-115.0240047454834,1.0
210000,-3.7993999,1.4263924,None,None,None,1.0
220000,-3.9454916,1.4248239,None,None,None,1.0
230000,-3.9374585,None,None,None,None,1.0
240000,-4.03764,1.4231671,None,None,None,1.0
250000,-4.1023207,1.4213582,None,None,None,1.0
260000,-4.1534386,1.4215332,None,None,None,1.0
270000,-4.3260217,1.4213406,1999.0,-99.62667338053386,-99.62667338053386,1.0
280000,-4.2856755,None,1999.0,-104.70762525285993,-104.70762525285993,1.0
290000,-4.427277,1.4204931,None,-110.44222778744168,-110.44222778744168,1.0
300000,-4.47047,None,None,None,None,1.0
310000,-4.50641,1.4176906,None,None,None,1.0
320000,-4.524211,1.4173088,None,None,None,1.0
330000,-4.532598,1.4173054,None,None,None,1.0
340000,-4.5626426,1.4138726,None,None,None,1.0
350000,-4.609117,None,None,None,None,1.0
360000,-4.6434193,1.4121054,None,None,None,1.0
370000,-4.7105603,1.410991,1999.0,-100.12941798041848,-100.12941798041848,1.0
380000,-4.7076344,1.410946,1999.0,-99.46000671386719,-99.46000671386719,1.0
390000,-4.7600145,1.4095069,None,-99.73778449164496,-99.73778449164496,1.0
400000,-4.796096,1.409645,None,None,None,1.0
410000,-4.776699,1.4111223,None,None,None,1.0
420000,-4.8104334,None,None,None,None,1.0
430000,-4.816335,1.4117808,None,None,None,1.0
440000,-4.827045,1.4115989,None,None,None,1.0
450000,-4.8578305,1.4091283,None,None,None,1.0
460000,-4.8630424,1.409772,1999.0,-98.71000671386719,-98.71000671386719,1.0
470000,-4.896231,None,1999.0,-99.85000645030628,-99.85000645030628,1.0
480000,-4.88135,1.4097289,1999.0,-100.40000643048968,-100.40000643048968,1.0
490000,-4.927406,1.4093354,None,-98.96000671386719,-98.96000671386719,1.0
500000,-4.927406,1.408573,None,None,None,1.0
510000,-4.92019,1.410278,None,None,None,1.0
520000,-4.9432783,1.4103497,None,None,None,1.0
530000,-4.9263153,1.4117944,None,None,None,1.0
540000,-4.9715652,None,None,None,None,1.0
550000,-4.936427,1.411614,None,None,None,1.0
560000,-4.9557724,1.4105692,1999.0,-99.50154524583083,-99.50154524583083,1.0
570000,-4.9953003,1.4105302,1999.0,-107.42095883687337,-107.42095883687337,1.0
580000,-4.9783816,1.41098,None,-102.2471490587507,-102.2471490587507,1.0
590000,-4.9734488,None,None,None,None,1.0
600000,-4.9678125,1.4142057,None,None,None,1.0
610000,-4.9632792,1.4154476,None,None,None,1.0
620000,-4.9727745,1.4154806,None,None,None,1.0
630000,-4.989167,1.419138,None,None,None,1.0
640000,-4.9783154,None,None,None,None,1.0
650000,-4.9784927,1.4186685,1999.0,None,None,1.0
660000,-4.973154,None,1999.0,-100.87182478471236,-100.87182478471236,1.0
670000,-4.977814,1.4187655,1999.0,-101.65714899698894,-101.65714899698894,1.0
680000,-5.048658,1.417398,None,-110.19600372314453,-110.19600372314453,1.0
690000,-4.9941826,1.417365,None,None,None,1.0
700000,-5.1326456,1.4171163,None,None,None,1.0
710000,-4.9644294,None,None,None,None,1.0
720000,-4.9568844,1.4210788,None,None,None,1.0
730000,-5.0252256,1.417626,None,None,None,1.0
740000,-4.968627,1.4174994,None,None,None,1.0
750000,-4.9761367,1.4175674,1999.0,-110.80667241414388,-110.80667241414388,1.0
760000,-4.971734,None,1999.0,-99.62667338053386,-99.62667338053386,1.0
770000,-4.972424,1.417751,None,-101.3211178249783,-101.3211178249783,1.0
780000,-5.0453258,None,None,None,None,1.0
790000,-5.063338,1.4166247,None,None,None,1.0
800000,-4.986926,1.4143537,None,None,None,1.0
810000,-4.9874487,1.4145882,None,None,None,1.0
820000,-4.9796305,1.4150298,None,None,None,1.0
830000,-4.9966197,None,None,None,None,1.0
840000,-4.988998,1.4136826,None,None,None,1.0
850000,-4.9889293,1.410504,1999.0,-99.25412447312299,-99.25412447312299,1.0
860000,-4.988839,1.407814,1999.0,-100.9445519880815,-100.9445519880815,1.0
870000,-4.9863234,1.407583,None,-99.51556226942274,-99.51556226942274,1.0
880000,-4.9947767,1.4075803,None,None,None,1.0
890000,-4.9757495,1.405168,None,None,None,1.0
900000,-4.9756784,None,None,None,None,1.0
910000,-4.966213,1.4035344,None,None,None,1.0
920000,-4.9887953,1.4000454,None,None,None,1.0
930000,-4.9764967,1.3999237,None,None,None,1.0
940000,-4.978997,1.3959429,1999.0,-99.71000671386719,-99.71000671386719,1.0
950000,-4.983468,None,1999.0,-99.8018249164928,-99.8018249164928,1.0
960000,-4.9882555,1.3941287,1999.0,-99.75333994910831,-99.75333994910831,1.0
970000,-4.9982777,1.3948956,None,-98.96000671386719,-98.96000671386719,1.0
980000,-5.0114803,1.394919,None,None,None,1.0
990000,-5.075216,1.3953798,None,None,None,1.0
1000000,-5.0035834,1.3980517,None,None,None,1.0
1010000,-5.012277,1.3978522,None,None,None,1.0
1020000,-5.001563,None,None,None,None,1.0
1030000,-4.9992085,1.3975166,None,None,None,1.0
1040000,-5.0049434,1.3969772,1999.0,-99.2676990215595,-99.2676990215595,1.0
1050000,-5.005229,1.391651,1999.0,-99.38857814243862,-99.38857814243862,1.0
1060000,-4.9967027,1.3885412,None,-103.6585772378104,-103.6585772378104,1.0
1070000,-5.10373,None,None,None,None,1.0
1080000,-5.0338135,1.3890501,None,None,None,1.0
1090000,-4.9950385,1.3906847,None,None,None,1.0
1100000,-5.0188565,1.3918103,None,None,None,1.0
1110000,-5.0035143,1.3917677,None,None,None,1.0
1120000,-5.0280895,None,None,None,None,1.0
1130000,-5.0015917,1.3919839,1999.0,None,None,1.0
1140000,-5.006768,None,1999.0,-102.12455159967595,-102.12455159967595,1.0
1150000,-5.006011,1.3925964,1999.0,-101.3666726975214,-101.3666726975214,1.0
1160000,-5.2420435,1.392859,None,-99.71600685119628,-99.71600685119628,1.0
1170000,-5.038286,1.3928612,None,None,None,1.0
1180000,-5.0257254,1.3963828,None,None,None,1.0
1190000,-5.0697393,None,None,None,None,1.0
1200000,-4.9824243,1.3961583,None,None,None,1.0
1210000,-5.004373,1.3947088,None,None,None,1.0
1220000,-4.9940567,1.3946723,None,None,None,1.0
1230000,-4.997335,1.3942608,1999.0,-107.03556166754828,-107.03556166754828,1.0
1240000,-5.0019355,None,1999.0,-103.98095830281575,-103.98095830281575,1.0
1250000,-5.02372,1.3928219,None,-99.60778437720404,-99.60778437720404,1.0
1260000,-5.071597,None,None,None,None,1.0
1270000,-5.045791,1.3938049,None,None,None,1.0
1280000,-4.994724,1.3958108,None,None,None,1.0
1290000,-4.960707,1.3933619,None,None,None,1.0
1300000,-4.978216,1.3947439,None,None,None,1.0
1310000,-5.0016627,None,None,None,None,1.0
1320000,-4.9824114,1.3966373,None,None,None,1.0
1330000,-5.001991,1.399531,1999.0,-100.54235929601333,-100.54235929601333,1.0
1340000,-5.01888,1.3984784,1999.0,-108.04909723455256,-108.04909723455256,1.0
1350000,-5.052558,1.3982676,None,-98.84889560275607,-98.84889560275607,1.0
1360000,-5.0297117,1.3982676,None,None,None,1.0
1370000,-5.0542717,1.400157,None,None,None,1.0
1380000,-4.9953847,None,None,None,None,1.0
