Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1090000,-0.48055753,4.344908,1999.0,0.0036876847,0.023974128,0.0002458282,-7.549002982676029,-7.549002982676029,1.0
1100000,-0.44843063,4.3445826,1999.0,0.008748407,0.027729232,0.0002452426,-6.631470784544945,-6.631470784544945,1.0
1110000,-0.49859,4.3332825,None,None,None,None,None,None,1.0
1120000,-0.489729,4.34157,1999.0,0.0024264117,0.026115082,0.00024421865,-9.05546060204506,-9.05546060204506,1.0
1130000,-0.42314607,4.3437705,1999.0,None,None,None,-7.373420768313938,-7.373420768313938,1.0
1140000,-0.53556037,4.4295936,1999.0,0.0109223835,0.02317169,0.00024325223,-8.401005282288505,-8.401005282288505,1.0
1150000,-0.39729372,4.389875,None,0.004603255,0.0228303,0.00024268584,-7.704132604598999,-7.704132604598999,1.0
1160000,-0.37333214,4.3476133,1999.0,None,None,None,-7.65973562002182,-7.65973562002182,1.0
1170000,-0.2356992,4.339668,None,0.014812163,0.026419263,0.00024167144,None,None,1.0
1180000,-0.3011377,4.327781,None,0.009944105,0.024464808,0.00024105705,None,None,1.0
1190000,-0.45267707,4.349868,1999.0,None,None,None,-8.955695450305939,-8.955695450305939,1.0
1200000,-0.42401242,4.358071,None,0.009563897,0.023521362,0.00024004266,None,None,1.0
1210000,-0.41041788,4.3534284,1999.0,None,None,None,None,None,1.0
1220000,-0.43575558,4.3330183,1999.0,0.0038485343,0.029702514,0.00023933538,-7.658775672316551,-7.658775672316551,1.0
1230000,-0.4875408,4.326298,1999.0,None,None,None,-7.107100680470467,-7.107100680470467,1.0
1240000,-0.46661156,4.342111,1999.0,0.004764932,0.023559472,0.00023833066,None,None,1.0
1250000,-0.3529503,4.341807,None,0.0032375187,0.02044225,0.00023762342,-6.187350645661354,-6.187350645661354,1.0
1260000,-0.4888675,4.338817,1999.0,None,None,None,-7.3588620607669535,-7.3588620607669535,1.0
1270000,-0.49397656,4.4151134,1999.0,0.006311396,0.023254277,0.00023685223,-7.9266823774034325,-7.9266823774034325,1.0
1280000,-0.3650395,4.3472023,None,0.003772385,0.019881392,0.00023628585,-8.316204488277435,-8.316204488277435,1.0
1290000,-0.36411223,4.3360186,1999.0,None,None,None,-7.859715610742569,-7.859715610742569,1.0
1300000,-0.27830696,4.339813,None,0.014199427,0.025601586,0.00023527142,None,None,1.0
1310000,-0.36225295,4.323138,None,0.010935154,0.02801302,0.00023465704,None,None,1.0
1320000,-0.42230567,4.319938,1999.0,None,None,None,-7.494220659136772,-7.494220659136772,1.0
1330000,-0.39949766,4.311936,None,0.0050746696,0.024077125,0.00023364264,None,None,1.0
1340000,-0.42956233,4.3064976,1999.0,None,None,None,-9.487480401992798,-9.487480401992798,1.0
1350000,-0.4693385,4.298071,1999.0,0.0075946758,0.023801072,0.0002329355,-6.842630743980408,-6.842630743980408,1.0
1360000,-0.47376004,4.2970295,None,None,None,None,-7.729253828525543,-7.729253828525543,1.0
1370000,-0.4477543,4.2782598,1999.0,0.01241067,0.025295582,0.00023193064,None,None,1.0
1380000,-0.37978286,4.284501,None,0.0042351955,0.027106563,0.00023122341,-6.603340566158295,-6.603340566158295,1.0
1390000,-0.5144038,4.2669086,1999.0,None,None,None,-7.0462689575027015,-7.0462689575027015,1.0
1400000,-0.51101625,4.3908806,1999.0,0.0051106666,0.028250895,0.00023045223,-7.587102391503074,-7.587102391503074,1.0
1410000,-0.2855596,4.3096623,None,0.0066470583,0.024694175,0.00022988585,-7.362800717353821,-7.362800717353821,1.0
1420000,-0.28573593,4.306918,1999.0,None,None,None,-9.581200249493122,-9.581200249493122,1.0
1430000,-0.18202516,4.2985163,None,0.017711146,0.025372986,0.00022887146,None,None,1.0
1440000,-0.26357606,4.295772,None,0.00559125,0.019989373,0.00022825705,None,None,1.0
1450000,-0.34725296,4.288915,1999.0,None,None,None,-8.131170943379402,-8.131170943379402,1.0
1460000,-0.3870744,4.2958384,None,0.0038990828,0.022208244,0.00022724262,None,None,1.0
1470000,-0.39036432,4.282882,1999.0,0.009768766,0.023484055,0.0002265355,-6.131690591573715,-6.131690591573715,1.0
1480000,-0.3625782,4.2728014,1999.0,None,None,None,-6.973530620336533,-6.973530620336533,1.0
1490000,-0.4526237,4.2870426,1999.0,0.013495786,0.02704576,0.00022553068,None,None,1.0
1500000,-0.46259156,4.2876678,1999.0,None,None,None,None,None,1.0
1510000,-0.38628238,4.2806926,1999.0,0.008139932,0.021946622,0.00022482342,-5.2748105973005295,-5.2748105973005295,1.0
1520000,-0.53188926,4.4017086,1999.0,0.008919969,0.021658698,0.00022405223,-7.199640474536202,-7.199640474536202,1.0
1530000,-0.46445456,4.378654,None,None,None,None,-7.638188198208809,-7.638188198208809,1.0
1540000,-0.4084401,4.31575,1999.0,0.007260027,0.021244366,0.00022348585,-5.660480638345082,-5.660480638345082,1.0
1550000,-0.22212099,4.301095,None,None,None,None,-9.338280081748962,-9.338280081748962,1.0
1560000,-0.21552625,4.3144197,None,0.010644663,0.023404187,0.00022247144,None,None,1.0
1570000,-0.44321603,4.2720695,1999.0,0.009040021,0.022148397,0.00022185703,-6.333231091499329,-6.333231091499329,1.0
1580000,-0.34403628,4.283643,None,None,None,None,-8.165490746498108,-8.165490746498108,1.0
1590000,-0.3881355,4.2838225,None,0.008176666,0.024964212,0.00022084266,None,None,1.0
1600000,-0.4774657,4.27623,1999.0,0.0043672114,0.028176619,0.00022022828,-9.435772526264191,-9.435772526264191,1.0
1610000,-0.364433,4.2794633,1999.0,0.009712173,0.026216187,0.00021964264,-6.7997435331344604,-6.7997435331344604,1.0
1620000,-0.4096079,4.2965193,None,None,None,None,None,None,1.0
1630000,-0.4560923,4.274158,1999.0,0.0032759309,0.021971691,0.00021861865,-8.536170661449432,-8.536170661449432,1.0
1640000,-0.42905098,4.262566,1987.1538461538462,0.01669632,0.020313052,0.00021803885,-5.027468252182007,-5.027468252182007,1.0
1650000,-0.47049305,4.3861275,1999.0,None,None,None,-6.922364257953384,-6.922364257953384,1.0
1660000,-0.3646024,4.32201,None,0.007983233,0.019520627,0.00021720365,-6.975646761747507,-6.975646761747507,1.0
1670000,-0.41428533,4.277739,1999.0,0.011408484,0.02901951,0.00021659886,-6.118800640106201,-6.118800640106201,1.0
1680000,-0.21387951,4.2783065,None,None,None,None,None,None,1.0
1690000,-0.2759901,4.287389,None,0.020451248,0.025515743,0.00021598444,None,None,1.0
1700000,-0.45137677,4.258221,1999.0,0.015346738,0.027368257,0.00021537008,-7.618415758013725,-7.618415758013725,1.0
1710000,-0.474863,4.252387,None,None,None,None,None,None,1.0
1720000,-0.44677594,4.2477818,1999.0,0.00444992,0.02069923,0.00021435565,None,None,1.0
1730000,-0.47597677,4.2536426,1999.0,0.0048920102,0.025886204,0.00021375084,-7.451378241181374,-7.451378241181374,1.0
1740000,-0.5064598,4.255365,1999.0,0.011411985,0.024908802,0.00021315565,-7.546420551836491,-7.546420551836491,1.0
1750000,-0.4908148,4.2305984,None,None,None,None,None,None,1.0
1760000,-0.41600758,4.234774,1999.0,0.003847784,0.025495399,0.0002122341,-7.091055706143379,-7.091055706143379,1.0
1770000,-0.4852152,4.220729,1999.0,0.005762687,0.02425946,0.00021169006,-8.239160789383781,-8.239160789383781,1.0
1780000,-0.5363538,4.334529,1999.0,0.0016416855,0.02224356,0.00021117489,-8.396562378514897,-8.396562378514897,1.0
1790000,-0.36708763,4.305415,None,0.00807899,0.024313303,0.00021059884,-8.425318267610338,-8.425318267610338,1.0
1800000,-0.4442439,4.244962,1999.0,None,None,None,-7.600500792264938,-7.600500792264938,1.0
1810000,-0.23067772,4.2597017,None,0.01888789,0.021538313,0.00020958447,None,None,1.0
1820000,-0.26358855,4.2410593,None,None,None,None,None,None,1.0
1830000,-0.4917186,4.236147,1999.0,0.010470238,0.02437149,0.00020897007,-8.037055402994156,-8.037055402994156,1.0
1840000,-0.4296677,4.225471,None,None,None,None,None,None,1.0
1850000,-0.4257293,4.186795,1999.0,0.0046805115,0.021889409,0.00020795564,None,None,1.0
1860000,-0.47427964,4.2200994,1572.0,0.0044172453,0.025531188,0.00020735085,-5.973728897670905,-5.973728897670905,1.0
1870000,-0.5324732,4.231411,1999.0,0.009922698,0.0236118,0.00020682401,-8.745045378804207,-8.745045378804207,1.0
1880000,-0.45944536,4.21712,1782.0,0.002105739,0.023795286,0.00020621927,None,None,1.0
1890000,-0.36784104,4.2198725,None,0.010754641,0.02088815,0.00020560845,-6.568653162568808,-6.568653162568808,1.0
1900000,-0.5140799,4.210888,1999.0,None,None,None,-7.18624580403169,-7.18624580403169,1.0
1910000,-0.47493055,4.3116846,None,0.009966732,0.025868855,0.00020474444,-7.590099546313286,-7.590099546313286,1.0
1920000,-0.28222296,4.221151,None,0.019138966,0.02354953,0.00020414924,None,None,1.0
1930000,-0.44674966,4.2043667,1680.5,0.011429053,0.031587332,0.00020357905,-6.671565659344196,-6.671565659344196,1.0
1940000,-0.18655397,4.179459,None,None,None,None,None,None,1.0
1950000,-0.36017066,4.1966305,None,0.020824522,0.024070993,0.00020286225,None,None,1.0
1960000,-0.346624,4.1969256,1999.0,0.005956527,0.02482319,0.00020225746,-7.808435752987862,-7.808435752987862,1.0
1970000,-0.3621764,4.205014,None,None,None,None,None,None,1.0
1980000,-0.4016025,4.2017097,None,0.0045569786,0.022009969,0.00020143825,None,None,1.0
1990000,-0.40706205,4.2044907,1999.0,0.0053394316,0.027714489,0.00020083346,-7.823308277875185,-7.823308277875185,1.0
2000000,-0.46884495,4.214255,1999.0,0.0059797997,0.022496853,0.00020023825,-8.851760596036911,-8.851760596036911,1.0
2010000,-0.43521133,4.2095737,1999.0,0.0016658246,0.021747025,0.0001995215,None,None,1.0
2020000,-0.33369446,4.1928754,1999.0,None,None,None,-8.282522714800304,-8.282522714800304,1.0
2030000,-0.4239263,4.1904287,1999.0,0.00707295,0.02746342,0.00019893584,-8.333242163062096,-8.333242163062096,1.0
2040000,-0.43093303,4.280731,None,0.0034027009,0.018811738,0.00019826704,-7.257644927815387,-7.257644927815387,1.0
2050000,-0.24426067,4.234663,None,0.015356353,0.029072553,0.00019767185,None,None,1.0
2060000,-0.33332258,4.2128053,1999.0,None,None,None,-6.564865656197071,-6.564865656197071,1.0
2070000,-0.21761611,4.222881,None,0.016127521,0.026805231,0.00019666707,None,None,1.0
2080000,-0.32827377,4.184239,None,0.011540057,0.023978686,0.00019605266,None,None,1.0
2090000,-0.41455963,4.1860437,1399.0,None,None,None,-3.4639859087765217,-3.4639859087765217,1.0
2100000,-0.38424635,4.1875334,None,0.012214426,0.023048649,0.00019549261,None,None,1.0
2110000,-0.4125479,4.166675,1999.0,0.008612526,0.030114923,0.00019477584,-7.281720340251923,-7.281720340251923,1.0
2120000,-0.36568725,4.190139,1999.0,0.0074424623,0.026893469,0.00019418065,-6.366836678981781,-6.366836678981781,1.0
2130000,-0.46001148,4.1832056,1999.0,None,None,None,-6.668950647115707,-6.668950647115707,1.0
2140000,-0.45931098,4.1726065,1999.0,0.00920728,0.024726342,0.00019326869,-5.611669182777405,-5.611669182777405,1.0
2150000,-0.34204593,4.1651254,1999.0,0.007859989,0.026149688,0.00019267347,-8.539875775575638,-8.539875775575638,1.0
2160000,-0.5618545,4.1453614,1999.0,None,None,None,-6.457150901357333,-6.457150901357333,1.0
2170000,-0.49165013,4.2077923,None,0.005511874,0.022431126,0.00019180945,-7.517750011040614,-7.517750011040614,1.0
2180000,-0.40982834,4.172035,None,0.02360931,0.027406717,0.00019120466,None,None,1.0
2190000,-0.35927424,4.181905,1999.0,None,None,None,-8.125908143818378,-8.125908143818378,1.0
2200000,-0.2403634,4.143192,None,0.012020115,0.024431745,0.00019019986,None,None,1.0
2210000,-0.53771937,4.1623855,1999.0,0.01373189,0.024902595,0.00018958547,-5.87395425637563,-5.87395425637563,1.0
2220000,-0.33506483,4.1310883,1749.0,None,None,None,-6.180280607193708,-6.180280607193708,1.0
2230000,-0.39562944,4.1594443,None,0.010735456,0.026482059,0.00018899744,-5.8641602993011475,-5.8641602993011475,1.0
2240000,-0.5143488,4.102241,1859.0,0.010656034,0.025838707,0.00018838308,-6.814129305737359,-6.814129305737359,1.0
2250000,-0.32765955,4.178995,None,0.0135714235,0.019417275,0.00018777906,-6.06883664727211,-6.06883664727211,1.0
2260000,-0.3850172,4.1554117,None,None,None,None,None,None,1.0
2270000,-0.44467288,4.1591253,1999.0,0.0029038724,0.023398926,0.00018685748,-9.17235541343689,-9.17235541343689,1.0
2280000,-0.352505,4.154498,1999.0,0.010927033,0.024793947,0.00018625266,-5.961270727217197,-5.961270727217197,1.0
2290000,-0.5000011,4.114784,1999.0,None,None,None,-7.7820152322451275,-7.7820152322451275,1.0
2300000,-0.40853572,4.1492896,None,0.008678491,0.023845434,0.00018538866,-7.806736297077602,-7.806736297077602,1.0
2310000,-0.4451034,4.1180606,1999.0,0.0040761754,0.028878873,0.00018478386,-6.915400723616282,-6.915400723616282,1.0
2320000,-0.31169626,4.1245265,None,None,None,None,-7.363704752922058,-7.363704752922058,1.0
2330000,-0.27410746,4.076891,None,0.02178086,0.02183086,0.00018377905,None,None,1.0
2340000,-0.46904224,4.0585446,1999.0,0.013701072,0.022835353,0.00018316467,-6.112294980457851,-6.112294980457851,1.0
2350000,-0.38710195,4.09243,1999.0,0.013172495,0.028681511,0.00018257907,-6.370644724369049,-6.370644724369049,1.0
2360000,-0.4705181,4.056233,None,None,None,None,None,None,1.0
2370000,-0.4608275,4.107171,1789.75,0.007814357,0.020666948,0.00018196466,-6.112855711951852,-6.112855711951852,1.0
2380000,-0.35859442,4.0921497,None,0.01191723,0.019487245,0.00018135125,None,None,1.0
2390000,-0.48001426,4.097023,None,None,None,None,None,None,1.0
2400000,-0.3801251,4.0801067,1999.0,0.00693873,0.021662302,0.00018042966,-7.532280579209328,-7.532280579209328,1.0
2410000,-0.42593488,4.0647306,1808.6666666666667,0.01710647,0.025066169,0.00017989383,-5.92211068669955,-5.92211068669955,1.0
2420000,-0.56612176,4.0862474,1999.0,0.00523207,0.029713811,0.00017935349,-7.571497455239296,-7.571497455239296,1.0
2430000,-0.3570823,4.0894184,None,0.012382257,0.01805644,0.00017876786,None,None,1.0
2440000,-0.30722767,4.058725,1999.0,0.005123792,0.024541821,0.00017815347,-8.548890233039856,-8.548890233039856,1.0
2450000,-0.29713464,4.0340548,None,None,None,None,-7.711577435334523,-7.711577435334523,1.0
2460000,-0.41438112,4.0468183,None,0.013764109,0.028940216,0.0001774559,None,None,1.0
2470000,-0.36386845,4.029776,1999.0,0.0024218834,0.02443239,0.00017684145,-7.436084789037705,-7.436084789037705,1.0
2480000,-0.4244597,4.024621,1999.0,0.013347007,0.027444541,0.00017624626,-5.7244924392019,-5.7244924392019,1.0
2490000,-0.39028618,4.0662975,1999.0,0.0058078547,0.025953392,0.00017564146,-8.023197293281555,-8.023197293281555,1.0
2500000,-0.39194706,4.095515,1999.0,0.012644978,0.0240823,0.00017506546,-7.515536743402481,-7.515536743402481,1.0
2510000,-0.3283605,4.030873,None,None,None,None,None,None,1.0
2520000,-0.44895267,4.0215592,1999.0,0.008197599,0.020921383,0.00017445107,-6.898935884237289,-6.898935884237289,1.0
2530000,-0.25050548,4.0170546,1999.0,0.005767347,0.026846794,0.00017374386,-4.6420508821805315,-4.6420508821805315,1.0
2540000,-0.45395938,4.018066,1884.0,0.011097487,0.03328104,0.00017320424,-6.970238447189331,-6.970238447189331,1.0
2550000,-0.35661262,3.9996855,1999.0,0.012606382,0.018727902,0.00017261866,-6.371353052556515,-6.371353052556515,1.0
2560000,-0.3501893,3.9541886,1399.0,0.0123757,0.027671209,0.00017203146,-4.597470805048943,-4.597470805048943,1.0
2570000,-0.24463467,3.9350476,1999.0,None,None,None,-7.653984379768372,-7.653984379768372,1.0
2580000,-0.29835528,3.9369533,None,0.010401216,0.02284759,0.00017143626,-4.576920747756958,-4.576920747756958,1.0
2590000,-0.40525034,3.9353724,None,0.014456302,0.02649808,0.00017082186,None,None,1.0
2600000,-0.3075986,3.9941773,1999.0,0.016242059,0.019920234,0.00017020748,-6.076415829360485,-6.076415829360485,1.0
2610000,-0.30494922,4.0198812,1999.0,0.010629554,0.028379826,0.00016961226,-7.460300922393799,-7.460300922393799,1.0
2620000,-0.42218435,4.077009,1999.0,0.0016936874,0.026243841,0.00016902665,-7.140402202422802,-7.140402202422802,1.0
2630000,-0.41654387,4.083013,None,None,None,None,-8.782107492287954,-8.782107492287954,1.0
2640000,-0.3793215,4.0765767,None,0.0041656257,0.02272562,0.00016842186,None,None,1.0
2650000,-0.31238556,4.060972,1999.0,0.011507358,0.024304029,0.00016780748,-7.090375900268555,-7.090375900268555,1.0
2660000,-0.3770874,4.0872755,1999.0,0.014883027,0.030125342,0.00016721226,-6.300895698368549,-6.300895698368549,1.0
2670000,-0.5059293,4.066639,1999.0,0.008335598,0.02740551,0.00016652425,-6.280931711196899,-6.280931711196899,1.0
2680000,-0.33035752,4.067093,None,None,None,None,-5.554320795195443,-5.554320795195443,1.0
2690000,-0.42937726,4.073623,1899.0,0.012591852,0.028593265,0.00016582667,-7.142630431801081,-7.142630431801081,1.0
2700000,-0.35294595,4.070891,1245.5,0.018968789,0.027141202,0.00016527149,-4.76159485748836,-4.76159485748836,1.0
2710000,-0.38778365,4.0346317,1762.0,0.014934365,0.023157617,0.00016467046,-5.754736477136612,-5.754736477136612,1.0
