Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1140000,-4.9894104,None,1999.0,-100.7854610789906,-100.7854610789906,1.0
1150000,-4.9729743,1.4025892,1999.0,-100.34857795352028,-100.34857795352028,1.0
1160000,-5.054296,1.4009054,None,-138.94000549316405,-138.94000549316405,1.0
1170000,-5.1497693,1.4031295,None,None,None,1.0
1180000,-5.0168157,1.4028395,None,None,None,1.0
1190000,-4.9626007,None,None,None,None,1.0
1200000,-4.9974833,1.4030635,None,None,None,1.0
1210000,-4.975381,1.4031303,None,None,None,1.0
1220000,-4.985746,1.400066,None,None,None,1.0
1230000,-4.9864483,1.3991488,1999.0,-99.62667338053386,-99.62667338053386,1.0
1240000,-4.992738,None,1999.0,-101.38381621951149,-101.38381621951149,1.0
1250000,-5.0616693,1.3967887,None,-99.66889540354411,-99.66889540354411,1.0
1260000,-5.0093446,None,None,None,None,1.0
1270000,-4.9836674,1.395642,None,None,None,1.0
1280000,-5.110154,1.3948692,None,None,None,1.0
1290000,-4.996685,1.394848,None,None,None,1.0
1300000,-5.14602,1.3941667,None,None,None,1.0
1310000,-4.9934716,None,None,None,None,1.0
1320000,-4.9830565,1.3947276,None,None,None,1.0
1330000,-5.127156,1.3937051,1999.0,-110.90471234041102,-110.90471234041102,1.0
1340000,-4.9841437,1.3936597,1999.0,-100.28909709236838,-100.28909709236838,1.0
1350000,-4.988335,1.3928787,None,-99.29334004720052,-99.29334004720052,1.0
1360000,-4.990497,1.3930205,None,None,None,1.0
1370000,-5.1432614,1.3944823,None,None,None,1.0
1380000,-4.9851675,None,None,None,None,1.0
1390000,-4.9963923,1.3929511,None,None,None,1.0
1400000,-5.008014,1.3892899,None,None,None,1.0
1410000,-4.9907784,1.3885603,None,None,None,1.0
1420000,-4.991584,1.3844732,1999.0,-112.8850040435791,-112.8850040435791,1.0
1430000,-4.9855585,None,1999.0,-99.64818850430575,-99.64818850430575,1.0
1440000,-4.996595,1.3831449,1999.0,-101.58191081455776,-101.58191081455776,1.0
1450000,-4.9767885,1.3814814,None,-99.96000671386719,-99.96000671386719,1.0
1460000,-5.192605,1.3816015,None,None,None,1.0
1470000,-4.9810038,1.3807191,None,None,None,1.0
1480000,-4.9960303,1.3806949,None,None,None,1.0
1490000,-5.016335,1.380293,None,None,None,1.0
1500000,-4.9905405,None,None,None,None,1.0
1510000,-5.0035386,1.3797799,None,None,None,1.0
1520000,-4.984584,1.3774981,1999.0,-99.5753913292518,-99.5753913292518,1.0
1530000,-5.0042915,1.3774041,1999.0,-102.6971492767334,-102.6971492767334,1.0
1540000,-4.9837136,1.3759258,None,-99.6742924281529,-99.6742924281529,1.0
1550000,-4.9971685,None,None,None,None,1.0
1560000,-4.974245,1.3735515,None,None,None,1.0
1570000,-5.0444613,1.3739225,None,None,None,1.0
1580000,-4.9687943,1.3739375,None,None,None,1.0
1590000,-4.975241,1.3729751,None,None,None,1.0
1600000,-4.9816008,None,None,None,None,1.0
1610000,-4.9779654,1.373705,1999.0,None,None,1.0
1620000,-4.9886537,None,1999.0,-99.71000680056486,-99.71000680056486,1.0
1630000,-4.937518,1.3759054,1999.0,-101.6819112868536,-101.6819112868536,1.0
1640000,-4.988788,1.3794824,None,-103.06800537109375,-103.06800537109375,1.0
1650000,-4.9631476,1.3805763,None,None,None,1.0
1660000,-5.031081,1.3828402,None,None,None,1.0
1670000,-4.983079,None,None,None,None,1.0
1680000,-4.994705,1.3837593,None,None,None,1.0
1690000,-5.020188,1.3851578,None,None,None,1.0
1700000,-5.0440636,1.3895121,None,None,None,1.0
1710000,-5.02305,1.391397,1999.0,-99.51556226942274,-99.51556226942274,1.0
1720000,-5.13295,None,1999.0,-116.66476803734189,-116.66476803734189,1.0
1730000,-4.9978423,1.3926549,None,-99.9177843729655,-99.9177843729655,1.0
1740000,-5.10575,None,None,None,None,1.0
1750000,-5.1638646,1.395744,None,None,None,1.0
1760000,-5.1095614,1.3974131,None,None,None,1.0
1770000,-5.3241353,1.3974689,None,None,None,1.0
1780000,-4.988241,1.3990902,None,None,None,1.0
1790000,-5.2864017,None,None,None,None,1.0
1800000,-5.19306,1.399588,None,None,None,1.0
1810000,-5.334836,1.4015771,1999.0,-119.67882997849408,-119.67882997849408,1.0
1820000,-5.178607,1.4016517,1999.0,-111.05546101656827,-111.05546101656827,1.0
1830000,-5.145641,1.4065813,None,-99.29334004720052,-99.29334004720052,1.0
1840000,-5.116456,1.4093366,None,None,None,1.0
1850000,-4.99511,1.4111413,None,None,None,1.0
1860000,-5.3861933,None,None,None,None,1.0
1870000,-4.982045,1.412119,None,None,None,1.0
1880000,-5.1508207,1.4141752,None,None,None,1.0
1890000,-5.190729,1.4147539,None,None,None,1.0
1900000,-4.9891577,1.4148922,1999.0,-99.39000701904297,-99.39000701904297,1.0
1910000,-5.316651,None,1999.0,-115.27818818525834,-115.27818818525834,1.0
1920000,-4.9922624,1.4146917,1999.0,-100.06095904395694,-100.06095904395694,1.0
1930000,-5.0392523,1.4150423,None,-98.96000671386719,-98.96000671386719,1.0
1940000,-5.039089,1.4138483,None,None,None,1.0
1950000,-5.0574803,1.413085,None,None,None,1.0
1960000,-5.0125675,1.4130546,None,None,None,1.0
1970000,-4.9939055,1.4122652,None,None,None,1.0
1980000,-5.0101886,None,None,None,None,1.0
1990000,-5.003617,1.4116013,None,None,None,1.0
2000000,-5.007695,1.4112741,1999.0,-99.66308358999399,-99.66308358999399,1.0
2010000,-5.0082726,1.4112653,1999.0,-99.78572100684757,-99.78572100684757,1.0
2020000,-5.009092,1.4080672,None,-100.01857812064034,-100.01857812064034,1.0
2030000,-5.1323714,None,None,None,None,1.0
2040000,-5.033078,1.4086283,None,None,None,1.0
2050000,-4.996416,1.4087265,None,None,None,1.0
2060000,-4.971577,1.4087249,None,None,None,1.0
2070000,-5.2152777,1.4056995,None,None,None,1.0
2080000,-4.9768662,None,None,None,None,1.0
2090000,-5.0024166,1.4032209,1999.0,None,None,1.0
2100000,-5.186744,None,1999.0,-103.00000641562723,-103.00000641562723,1.0
2110000,-4.9965463,1.4036189,1999.0,-103.94762565976097,-103.94762565976097,1.0
2120000,-5.040304,1.4048498,None,-99.90800666809082,-99.90800666809082,1.0
2130000,-5.091832,1.4063622,None,None,None,1.0
2140000,-5.020015,1.406621,None,None,None,1.0
2150000,-4.982381,None,None,None,None,1.0
2160000,-5.084403,1.407281,None,None,None,1.0
2170000,-5.012399,1.4083539,None,None,None,1.0
2180000,-5.0623097,1.4075116,None,None,None,1.0
2190000,-5.011369,1.4073164,1999.0,-99.73778449164496,-99.73778449164496,1.0
2200000,-5.02617,None,1999.0,-104.08667273748489,-104.08667273748489,1.0
2210000,-5.00537,1.4086875,None,-99.5711178249783,-99.5711178249783,1.0
2220000,-5.001186,None,None,None,None,1.0
2230000,-5.003529,1.4083204,None,None,None,1.0
2240000,-4.9964495,1.4091846,None,None,None,1.0
2250000,-4.9965425,1.4092151,None,None,None,1.0
2260000,-4.987166,1.4048527,None,None,None,1.0
2270000,-4.997596,None,None,None,None,1.0
2280000,-4.9886007,1.4022352,None,None,None,1.0
2290000,-4.9924273,1.4010621,1999.0,-99.70235959221336,-99.70235959221336,1.0
2300000,-4.990989,1.4010209,1999.0,-99.50546125932173,-99.50546125932173,1.0
2310000,-5.0631733,1.3961614,None,-99.21111785040961,-99.21111785040961,1.0
2320000,-4.9928927,1.3948622,None,None,None,1.0
2330000,-5.016819,1.3945688,None,None,None,1.0
2340000,-5.039645,None,None,None,None,1.0
2350000,-4.9754906,1.3947531,None,None,None,1.0
2360000,-4.982955,1.3951174,None,None,None,1.0
2370000,-4.987314,1.3949472,None,None,None,1.0
2380000,-4.9834566,1.3946542,1999.0,-99.96000671386719,-99.96000671386719,1.0
2390000,-4.981584,None,1999.0,-102.62455194646662,-102.62455194646662,1.0
2400000,-4.9878626,1.3941627,1999.0,-99.8485780443464,-99.8485780443464,1.0
2410000,-5.0715837,1.3932678,None,-98.96000671386719,-98.96000671386719,1.0
2420000,-5.0183873,1.3928529,None,None,None,1.0
2430000,-5.124293,1.3957585,None,None,None,1.0
2440000,-5.0135193,1.3959006,None,None,None,1.0
2450000,-5.084761,1.3998762,None,None,None,1.0
2460000,-5.254566,None,None,None,None,1.0
2470000,-5.0165877,1.4009722,None,None,None,1.0
2480000,-5.3170834,1.4016392,1999.0,-108.94000625610352,-108.94000625610352,1.0
2490000,-5.0375247,1.4016677,1999.0,-100.85048275902157,-100.85048275902157,1.0
2500000,-5.014295,1.4009174,None,-105.60286331176758,-105.60286331176758,1.0
2510000,-5.216464,None,None,None,None,1.0
2520000,-5.0600305,1.4016017,None,None,None,1.0
2530000,-5.0877924,1.4014853,None,None,None,1.0
2540000,-5.013197,1.4014822,None,None,None,1.0
2550000,-5.1191053,1.4032605,None,None,None,1.0
2560000,-5.0034337,None,None,None,None,1.0
2570000,-4.987705,1.4040852,1999.0,None,None,1.0
2580000,-5.1426735,None,1999.0,-110.02091537822376,-110.02091537822376,1.0
2590000,-5.142333,1.4048738,1999.0,-102.55333927699498,-102.55333927699498,1.0
2600000,-5.021999,1.4070672,None,-98.76000671386718,-98.76000671386718,1.0
2610000,-5.069362,1.4081813,None,None,None,1.0
2620000,-5.007361,1.407221,None,None,None,1.0
2630000,-4.997666,None,None,None,None,1.0
2640000,-4.9963136,1.4068419,None,None,None,1.0
2650000,-4.998473,1.406027,None,None,None,1.0
2660000,-4.993486,1.4043492,None,None,None,1.0
2670000,-4.9990454,1.4039141,1999.0,-99.58889537387424,-99.58889537387424,1.0
2680000,-4.996302,None,1999.0,-100.74762598673503,-100.74762598673503,1.0
2690000,-4.993666,1.4027815,None,-99.40111785464816,-99.40111785464816,1.0
2700000,-5.16426,None,None,None,None,1.0
2710000,-5.1098804,1.4029505,None,None,None,1.0
2720000,-5.0182924,1.4045187,None,None,None,1.0
2730000,-4.9715724,1.4045707,None,None,None,1.0
2740000,-5.0280247,1.4063185,None,None,None,1.0
2750000,-4.9680443,None,None,None,None,1.0
2760000,-5.212161,1.4050328,None,None,None,1.0
