Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
2370000,1.307022,0.066721834,1999.0,2.7508991472423077,2.7508991472423077,None,None,None,1.0
2380000,1.3086282,0.10978645,1999.0,3.504734959985529,3.504734959985529,0.004238254,0.01953512,0.00027629975,1.0
2390000,1.3080022,0.16294083,None,None,None,0.021751413,0.021977793,0.00027614727,1.0
2400000,1.30788,0.097637154,None,None,None,0.009713936,0.019947007,0.00027603464,1.0
2410000,1.3072519,0.086505905,1999.0,3.6181527708585444,3.6181527708585444,0.008560309,0.022190489,0.0002759119,1.0
2420000,1.3054962,0.1937995,None,3.8072391182184218,3.8072391182184218,None,None,None,1.0
2430000,1.3042413,0.15647778,None,None,None,0.02489204,0.03082939,0.00027578726,1.0
2440000,1.3042142,0.10586982,1999.0,None,None,0.0100382315,0.022367574,0.00027567463,1.0
2450000,1.3034095,0.11846055,1999.0,4.004276833600468,4.004276833600468,0.01022289,0.023298305,0.00027555192,1.0
2460000,1.3024578,0.22042897,None,None,None,0.023831319,0.024110083,0.0002754273,1.0
2470000,1.3024105,0.11944028,None,None,None,0.010513772,0.02837607,0.00027531464,1.0
2480000,1.3030968,0.09352578,1999.0,3.3349102801746793,3.3349102801746793,None,None,None,1.0
2490000,1.3035325,0.14520948,None,3.7838545739650726,3.7838545739650726,0.0047993204,0.024325222,0.0002751919,1.0
2500000,1.3015754,0.16819134,None,None,None,0.021090942,0.023275467,0.00027506726,1.0
2510000,1.3013604,0.10754591,None,None,None,0.010968951,0.022485936,0.00027495463,1.0
2520000,1.2997503,0.084706776,1999.0,2.7093285532558666,2.7093285532558666,0.0037520872,0.022583054,0.00027483655,1.0
2530000,1.2997888,0.18788382,None,2.0065992772579193,2.0065992772579193,0.018054102,0.031753104,0.0002747073,1.0
2540000,1.299988,0.16361369,None,None,None,None,None,None,1.0
2550000,1.2961118,0.11965306,1999.0,2.2506742998957634,2.2506742998957634,0.009656491,0.029266244,0.00027459464,1.0
