Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
100000,4.4766927,-1.4326643,0.14823319,0.024446635,0.0002950848,1999.0,-91.10772132873535,-91.10772132873535,1.0
110000,None,-1.671198,None,None,None,1999.0,-84.31798488443548,-84.31798488443548,1.0
120000,None,-1.7303523,0.13795516,0.028518472,0.00029415678,1999.0,-87.12506603059315,-87.12506603059315,1.0
130000,4.4673967,-0.7342167,0.116682485,0.020727405,0.00029359927,0.0,-18.692182011465064,-18.692182011465064,1.0
140000,None,-1.9653467,0.086381584,0.024488937,0.0002930848,None,None,None,1.0
150000,None,-2.224312,None,None,None,None,None,None,1.0
160000,4.461669,-2.168856,0.17806831,0.023496224,0.0002920608,None,None,None,1.0
170000,4.4619164,-2.5051923,None,None,None,None,None,None,1.0
180000,None,-3.039463,0.04022948,0.027326431,0.0002914464,None,None,None,1.0
190000,4.4609814,-2.711638,None,None,None,None,None,None,1.0
200000,4.462033,-2.8932023,0.8313501,0.025891723,0.00029042238,None,None,None,1.0
210000,None,-3.12583,0.029824803,0.024724623,0.00028980803,None,None,None,1.0
220000,4.4469585,-3.9165719,None,None,None,None,None,None,1.0
230000,4.4498625,-3.354564,1.803042,0.026054628,0.00028878404,1999.0,-85.64383043561664,-85.64383043561664,1.0
240000,None,-3.5549529,0.026008077,0.026327396,0.00028821762,1999.0,-84.47565577246927,-84.47565577246927,1.0
250000,4.498278,-4.654045,None,None,None,1999.0,-133.9288748786563,-133.9288748786563,1.0
260000,4.4713926,-3.6620846,2.6562452,0.02593758,0.00028728961,None,-86.13483728681292,-86.13483728681292,1.0
270000,None,-3.4676056,0.04530007,0.027008025,0.0002866848,None,None,None,1.0
280000,4.4502006,-3.4655368,None,None,None,None,None,None,1.0
290000,4.4518356,-3.7129579,0.14316796,0.031597223,0.00028566082,None,None,None,1.0
300000,None,-4.02206,0.0308171,0.02579447,0.00028504638,None,None,None,1.0
310000,None,-4.060023,None,None,None,None,None,None,1.0
320000,4.4470644,-4.686797,0.6179683,0.02542142,0.00028402236,None,None,None,1.0
330000,4.4392104,-4.3320837,None,None,None,None,None,None,1.0
340000,None,-4.440282,0.013974186,0.025377387,0.000283408,None,None,None,1.0
350000,4.4126954,-5.383032,None,None,None,None,None,None,1.0
360000,4.416095,-4.617136,1.4950515,0.028279612,0.00028238405,1963.9142857142858,-86.55330405916486,-86.55330405916486,1.0
370000,None,-4.6079464,0.09430579,0.032422006,0.0002817862,1999.0,-88.49942727522416,-88.49942727522416,1.0
380000,4.4900703,-5.9796157,None,None,None,1999.0,-137.96792720613024,-137.96792720613024,1.0
390000,4.4429693,-4.008344,2.504645,0.026135202,0.00028085822,None,-85.84580721173968,-85.84580721173968,1.0
