Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
840000,-0.4240344,1.4709076,844.4,0.011430474,0.0303633,0.00025842243,-3.959937734529376,-3.959937734529376,1.0
850000,-0.44480756,1.4708645,None,0.009551675,0.021424208,0.000257858,None,None,1.0
860000,-0.43752682,1.4692229,1573.3333333333333,0.030688217,0.0380782,0.0002573276,-7.901625469326973,-7.901625469326973,1.0
870000,-0.4227377,1.4685458,1999.0,0.0062218914,0.023248892,0.0002567727,-8.085571953228541,-8.085571953228541,1.0
880000,-0.42225483,1.4676201,1438.0,0.005970195,0.025101233,0.00025625672,-8.365857643740517,-8.365857643740517,1.0
890000,-0.40956128,1.467548,922.0,0.019468466,0.023627548,0.00025571702,-3.3349093225869266,-3.3349093225869266,1.0
900000,-0.42028564,1.468143,1651.0,0.008033317,0.024336606,0.00025517945,-6.708400499820709,-6.708400499820709,1.0
910000,-0.41397354,1.469648,1999.0,0.033799905,0.024535619,0.00025462866,-9.397300642728805,-9.397300642728805,1.0
920000,-0.41274548,1.4697695,152.0,0.05078144,0.032841723,0.00025406806,-0.430666704972585,-0.430666704972585,1.0
930000,-0.42681774,1.471752,1999.0,0.00507913,0.020529391,0.00025353767,-9.329333782196045,-9.329333782196045,1.0
940000,-0.44192877,1.4734757,1136.0,None,None,None,-4.849167034029961,-4.849167034029961,1.0
950000,-0.4343211,1.4751416,1732.3333333333333,0.01880701,0.021413455,0.00025296616,-8.497125506401062,-8.497125506401062,1.0
960000,-0.40503037,1.4743944,1502.5,0.006797117,0.024599306,0.00025242378,-6.860154369702706,-6.860154369702706,1.0
970000,-0.42366073,1.4731394,1374.0,0.012603943,0.022606503,0.00025189848,-5.246600300073624,-5.246600300073624,1.0
980000,-0.38879535,1.4729635,1056.5,0.02141249,0.039456952,0.0002513396,-4.9541541439696,-4.9541541439696,1.0
990000,-0.417696,1.4738626,1002.5,0.019237272,0.027849047,0.0002507819,-4.182167032112678,-4.182167032112678,1.0
1000000,-0.39719883,1.474217,1999.0,0.015082941,0.020791348,0.0002502432,-9.662667155265808,-9.662667155265808,1.0
1010000,-0.4248115,1.475099,None,0.013499166,0.025980841,0.0002497128,None,None,1.0
1020000,-0.42411718,1.4759185,1050.8,0.008961957,0.027894149,0.00024915824,-4.655800241231918,-4.655800241231918,1.0
1030000,-0.42734313,1.4756181,1474.1666666666667,0.009801416,0.024889044,0.0002486367,-6.594889279868868,-6.594889279868868,1.0
1040000,-0.46758413,1.4744272,1999.0,0.032270133,0.027973358,0.00024805713,-9.497000634670258,-9.497000634670258,1.0
1050000,-0.43237144,1.4741439,1999.0,0.014338393,2.000675,0.00024753393,-8.997000642120838,-8.997000642120838,1.0
1060000,-0.44831535,1.4743544,980.0,None,None,None,-4.290889119108518,-4.290889119108518,1.0
1070000,-0.41819784,1.4749281,None,0.013694476,0.100239396,0.00024695823,None,None,1.0
1080000,-0.39391527,1.4751552,None,0.0095179835,0.022497986,0.0002464206,None,None,1.0
1090000,-0.41287482,1.4752223,1210.8,0.045368724,0.023369776,0.00024588304,-5.323667000730833,-5.323667000730833,1.0
1100000,-0.4338995,1.4752152,1999.0,0.008351634,0.02507684,0.0002453582,-8.996600544452667,-8.996600544452667,1.0
1110000,-0.3406003,1.4752672,742.3333333333334,0.10772292,0.052615713,0.00024480763,-3.8413001894950867,-3.8413001894950867,1.0
1120000,-0.4013896,1.4754992,1999.0,0.059958655,0.04570965,0.0002442772,-8.997000654538473,-8.997000654538473,1.0
1130000,-0.35760403,1.4756399,1999.0,0.04960958,0.039366174,0.00024374685,-9.197600680589677,-9.197600680589677,1.0
1140000,-0.3650921,1.4758077,1144.0,0.013754829,0.023857726,0.00024319456,-5.916125364601612,-5.916125364601612,1.0
1150000,-0.36753818,1.4761224,409.0,0.028800797,0.025296843,0.00024260704,-1.3798332909742992,-1.3798332909742992,1.0
1160000,-0.42679366,1.4762146,1905.6666666666667,0.032084733,0.023555307,0.00024205276,-8.849000632762909,-8.849000632762909,1.0
1170000,-0.40500706,1.4763776,1879.0,None,None,None,-8.546750590205193,-8.546750590205193,1.0
1180000,-0.4421839,1.4763885,1999.0,0.020157082,0.030692039,0.00024147077,-9.329833894968033,-9.329833894968033,1.0
1190000,-0.4161911,1.4764769,1999.0,0.01607449,0.027134426,0.0002409476,-9.997000694274902,-9.997000694274902,1.0
1200000,-0.4437565,1.476371,1999.0,0.019769536,0.014328203,0.0002404172,-9.83033400774002,-9.83033400774002,1.0
1210000,-0.4506583,1.476317,1415.5,0.009593201,0.017239522,0.00023989395,-6.247167090574901,-6.247167090574901,1.0
1220000,-0.43921128,1.4763361,1999.0,0.012680263,0.02017037,0.00023931544,-9.329833875099817,-9.329833875099817,1.0
1230000,-0.45129818,1.4762101,1616.5,0.027945729,0.025264123,0.00023879945,-6.671222693390316,-6.671222693390316,1.0
1240000,-0.3950393,1.4762164,1096.0,0.010467706,0.024731196,0.00023828255,-6.653667049275504,-6.653667049275504,1.0
1250000,-0.44351932,1.4762559,1659.0,0.047445692,0.023368059,0.00023772303,-7.130333751440048,-7.130333751440048,1.0
1260000,-0.41193244,1.476415,795.75,0.03592478,0.023211302,0.000237201,-3.480750208410124,-3.480750208410124,1.0
1270000,-0.40862495,1.476615,1999.0,0.081037305,0.025030427,0.00023667741,-8.997000634670258,-8.997000634670258,1.0
1280000,-0.43262133,1.4768982,937.0,0.02361454,0.019951258,0.00023610455,-4.0196669432852,-4.0196669432852,1.0
1290000,-0.43068424,1.4769657,1999.0,0.013318062,0.021082105,0.00023557134,-9.329833885033926,-9.329833885033926,1.0
1300000,-0.39027315,1.4769479,1999.0,0.15381698,0.030078733,0.0002350481,-9.33233400185903,-9.33233400185903,1.0
1310000,-0.44470128,1.4770622,1999.0,0.007459946,0.019294491,0.0002345177,-9.332334081331888,-9.332334081331888,1.0
1320000,-0.4040714,1.47715,1999.0,None,None,None,-9.66316725810369,-9.66316725810369,1.0
1330000,-0.46211815,1.4770905,1690.0,0.013756234,0.020156765,0.00023399446,-8.006889359818565,-8.006889359818565,1.0
1340000,-0.43053776,1.4771843,1999.0,0.009675055,0.020160364,0.00023346396,-9.498000701268515,-9.498000701268515,1.0
1350000,-0.44780716,1.4772564,1999.0,0.0069412612,0.020008419,0.0002329407,-9.662667195002237,-9.662667195002237,1.0
1360000,-0.47090253,1.4772382,1999.0,0.024356842,0.021484932,0.00023241757,-9.66316725810369,-9.66316725810369,1.0
1370000,-0.4393001,1.4771649,933.6666666666666,0.0063317623,0.026654068,0.00023188716,-4.4235003143548965,-4.4235003143548965,1.0
1380000,-0.46474394,1.4772338,1999.0,0.011193738,0.020388799,0.00023132015,-6.414833803971608,-6.414833803971608,1.0
1390000,-0.4591298,1.4772799,1002.0,0.21155271,0.022922156,0.00023078972,-6.670667042334874,-6.670667042334874,1.0
1400000,-0.4552337,1.4772527,1720.4,0.0718557,0.018374532,0.00023025546,-8.070267144838969,-8.070267144838969,1.0
1410000,-0.50667226,1.4771327,1999.0,0.055503074,0.026026228,0.00022973945,-9.999000787734985,-9.999000787734985,1.0
1420000,-0.46005243,1.4770517,1999.0,0.018035324,0.028927661,0.00022920906,-9.662667195002237,-9.662667195002237,1.0
1430000,-0.5237059,1.47685,None,0.008781681,0.023967957,0.00022867143,None,None,1.0
1440000,-0.44206747,1.4767628,1999.0,0.0096435975,0.016912172,0.00022813388,-8.996000428994497,-8.996000428994497,1.0
1450000,-0.49147645,1.4765576,1407.6666666666667,0.0057305484,0.023745721,0.00022758398,-6.4857781529426575,-6.4857781529426575,1.0
1460000,-0.4452596,1.4764482,1537.25,0.007494286,0.02320044,0.00022703779,-6.726800346374512,-6.726800346374512,1.0
1470000,-0.46074742,1.4763259,1865.0,None,None,None,-8.747625533491373,-8.747625533491373,1.0
1480000,-0.46103352,1.47621,1999.0,0.02773145,0.020994235,0.00022649027,-9.982000708580017,-9.982000708580017,1.0
1490000,-0.44721082,1.4759315,582.0,0.016862841,0.017335301,0.00022595987,-2.578666845957438,-2.578666845957438,1.0
1500000,-0.42689115,1.4759212,None,0.1363586,0.02602019,0.00022541167,None,None,1.0
1510000,-0.47937623,1.4759474,863.0,0.005362496,0.023274926,0.00022487402,-3.31600014368693,-3.31600014368693,1.0
1520000,-0.46122417,1.4758369,1999.0,0.010545021,0.025162509,0.00022429084,-9.830833971500397,-9.830833971500397,1.0
1530000,-0.49358815,1.475737,1929.5,0.090281144,0.021396376,0.00022377123,-8.663333819972145,-8.663333819972145,1.0
1540000,-0.45123953,1.4759032,1999.0,0.007257206,0.024209507,0.00022323098,-9.068417325615883,-9.068417325615883,1.0
1550000,-0.48433968,1.476215,557.0,0.5058425,0.039385553,0.00022269398,-4.412889146142536,-4.412889146142536,1.0
1560000,-0.3212548,1.4764048,436.0,0.21855827,0.023185415,0.00022216757,-1.5143331289291382,-1.5143331289291382,1.0
1570000,-1.0628618,1.4766191,1999.0,5.228081,0.21737304,0.00022163718,-8.997000515460968,-8.997000515460968,1.0
1580000,1.8874373,1.4769341,1097.5,0.25661418,0.029351229,0.00022107728,-5.155166904131572,-5.155166904131572,1.0
1590000,-0.07838455,1.4771901,1582.0,5.173179,0.026018372,0.00022053259,-7.24733383456866,-7.24733383456866,1.0
1600000,1.1525836,1.4772574,1915.75,None,None,None,-8.582250664631525,-8.582250664631525,1.0
1610000,0.49649557,1.4773383,1825.5,1.427267,0.033360023,0.00021999696,-8.297167266408602,-8.297167266408602,1.0
1620000,1.8140336,1.4777862,1063.0,0.09848901,0.062579274,0.000219449,-5.114750362932682,-5.114750362932682,1.0
1630000,-0.24176362,1.4779173,1999.0,0.822107,0.031774808,0.0002188814,-6.8973336815834045,-6.8973336815834045,1.0
1640000,-0.26961765,1.4781884,None,0.020796558,0.0460894,0.00021835096,None,None,1.0
1650000,-0.34716377,1.4784203,1999.0,0.3695861,0.021292636,0.00021782058,-9.662667195002237,-9.662667195002237,1.0
1660000,-0.36407402,1.4784514,1999.0,0.017102249,0.01963043,0.00021729019,-9.665667414665222,-9.665667414665222,1.0
1670000,-0.39997607,1.4784068,1999.0,0.010452324,0.023337157,0.00021676703,-9.831334054470062,-9.831334054470062,1.0
1680000,-0.41999668,1.4785626,1200.0,0.02541372,0.021149555,0.00021622464,-5.168667050699393,-5.168667050699393,1.0
1690000,-0.3054882,1.4787232,1500.75,0.025474317,0.026762359,0.00021568297,-6.923917213454843,-6.923917213454843,1.0
1700000,-0.3991894,1.4787033,1422.3333333333333,0.043133695,0.017579535,0.00021515974,-9.663167238235474,-9.663167238235474,1.0
1710000,-0.3064617,1.4787563,545.0,0.034025565,0.025417753,0.00021457355,-1.5484166964888573,-1.5484166964888573,1.0
1720000,-0.3661015,1.4787517,1030.5,0.07193448,0.022655422,0.00021403373,-4.487333556016286,-4.487333556016286,1.0
1730000,-0.3855443,1.4787943,1631.3333333333333,None,None,None,-6.239000370105107,-6.239000370105107,1.0
1740000,-0.36773562,1.4788249,1007.5,0.037541,0.022508545,0.00021345275,-6.248222685522503,-6.248222685522503,1.0
1750000,-0.36292157,1.4791324,1999.0,0.015316022,0.0229769,0.00021291984,-9.32933380206426,-9.32933380206426,1.0
1760000,-0.43341485,1.47952,1999.0,0.023607116,0.028762868,0.00021238944,-8.997000614802042,-8.997000614802042,1.0
1770000,-0.40038618,1.4796891,1999.0,0.008236107,0.025412675,0.00021185902,-9.59720058441162,-9.59720058441162,1.0
1780000,-0.4231168,1.4797016,1085.75,0.016021654,0.024869531,0.00021133578,-5.08915411738249,-5.08915411738249,1.0
1790000,-0.43231124,1.4795924,1352.3333333333333,0.0089061335,0.025050238,0.00021076774,-6.096666991710663,-6.096666991710663,1.0
1800000,-0.412683,1.4795861,1547.6666666666667,0.017943846,0.029112792,0.00021021541,-5.945833663145701,-5.945833663145701,1.0
1810000,-0.4199789,1.4796456,1346.6666666666667,0.016780198,0.017808873,0.000209693,-6.634583772470553,-6.634583772470553,1.0
1820000,-0.42910233,1.4795709,1999.0,0.028948653,0.016107561,0.00020915543,-9.329333821932474,-9.329333821932474,1.0
1830000,-0.4151574,1.4795709,1049.0,0.014007823,0.025619017,0.00020861004,-2.6212501227855682,-2.6212501227855682,1.0
1840000,-0.39858317,1.4796541,16.0,0.0066773514,0.027493473,0.00020807705,-3.6474002629518507,-3.6474002629518507,1.0
1850000,-0.44475666,1.4795761,1959.0,0.02228349,0.022845728,0.00020750225,-8.907445006900364,-8.907445006900364,1.0
1860000,-0.43180326,1.4796923,1255.6666666666667,None,None,None,-5.7241114311748085,-5.7241114311748085,1.0
1870000,-0.47841948,1.47965,1999.0,0.009362928,0.026796596,0.00020693675,-9.66466736793518,-9.66466736793518,1.0
1880000,-0.44648537,1.4794543,1999.0,0.057096515,0.024244329,0.00020641359,-9.664334032270643,-9.664334032270643,1.0
1890000,-0.4956537,1.4799148,635.5,0.04267947,0.018115053,0.00020589758,-2.5128334760665894,-2.5128334760665894,1.0
1900000,-0.45427132,1.4800534,1999.0,0.015954047,0.02218093,0.00020532981,-8.996000468730927,-8.996000468730927,1.0
1910000,-0.4521708,1.4801341,1999.0,0.01129984,0.026410293,0.00020479938,-9.329333821932474,-9.329333821932474,1.0
1920000,-0.49750546,1.4803956,1609.0,0.12849343,0.02417535,0.00020428655,-7.046500394741694,-7.046500394741694,1.0
1930000,-0.4603188,1.4804236,1999.0,0.009382803,0.02106317,0.00020370922,-9.663167238235474,-9.663167238235474,1.0
1940000,-0.4703638,1.4804448,1345.0,0.009654964,0.030369662,0.00020315814,-5.505687844473869,-5.505687844473869,1.0
1950000,-0.4729086,1.4804673,776.5,0.029474704,0.020350551,0.0002025761,-4.0443573870829175,-4.0443573870829175,1.0
1960000,-0.41996586,1.480047,1322.25,0.2936706,0.020859169,0.00020201255,-5.864250381787618,-5.864250381787618,1.0
1970000,-0.42802793,1.4800359,None,None,None,None,None,None,1.0
1980000,-0.37740147,1.4798912,None,0.29568797,0.024765212,0.00020147493,None,None,1.0
1990000,-0.4331885,1.4801534,None,0.011516846,0.025718058,0.00020093737,None,None,1.0
2000000,-0.419031,1.4802787,1999.0,0.0041856994,0.015182781,0.00020039974,-9.329333821932474,-9.329333821932474,1.0
2010000,-0.42331687,1.4802549,1990.75,0.0043782233,0.025513304,0.00019987658,-9.053111679024166,-9.053111679024166,1.0
2020000,-0.42469072,1.4802963,1502.25,0.0077181584,0.03196046,0.00019936355,-7.27666713098685,-7.27666713098685,1.0
2030000,-0.41335985,1.4804859,1519.0,0.0052973796,0.027677132,0.00019878514,-6.7651671667893725,-6.7651671667893725,1.0
2040000,-0.122129604,1.4806222,794.0,0.29460907,0.026256224,0.00019824288,-3.472000189125538,-3.472000189125538,1.0
2050000,-0.41783485,1.4806807,None,0.059199058,0.02053691,0.00019768898,None,None,1.0
2060000,-0.14654253,1.4809285,1366.0,0.05442744,0.023193495,0.00019717675,-6.16533362865448,-6.16533362865448,1.0
2070000,-0.4079497,1.481022,1124.6666666666667,0.017562466,0.027968876,0.00019659335,-4.958000285757913,-4.958000285757913,1.0
2080000,-0.30570054,1.4814014,1999.0,0.089819096,0.041527715,0.00019606296,-8.996000409126282,-8.996000409126282,1.0
2090000,-0.28304255,1.4815161,1999.0,0.030539732,0.035927773,0.00019554698,-9.663333945804172,-9.663333945804172,1.0
2100000,-0.4316079,1.4818877,1174.0,None,None,None,-5.497909475456584,-5.497909475456584,1.0
2110000,-0.4522633,1.4819872,1994.6666666666667,0.011801813,0.026101993,0.00019499558,-7.863555908203125,-7.863555908203125,1.0
2120000,-0.41357878,1.4820495,239.0,0.0092840465,0.023107132,0.00019448152,-1.7397142904145377,-1.7397142904145377,1.0
2130000,-0.422879,1.4818184,1087.5,0.039103832,0.021241516,0.00019394873,-4.605666945377986,-4.605666945377986,1.0
2140000,-0.45292655,1.4816334,1999.0,0.0275029,0.030116618,0.0001933918,-8.997000575065613,-8.997000575065613,1.0
2150000,-0.42987734,1.4818075,1999.0,0.006661743,0.024027864,0.00019286855,-9.196000474691392,-9.196000474691392,1.0
2160000,-0.44541627,1.481978,1024.0,0.038939573,0.027897324,0.00019233815,-5.246857502630779,-5.246857502630779,1.0
2170000,-0.4408773,1.482039,1999.0,0.008391838,0.02752592,0.00019180744,-9.665667454401651,-9.665667454401651,1.0
2180000,-0.45994115,1.4823403,1999.0,0.005617881,0.020210786,0.00019128429,-9.451000587506728,-9.451000587506728,1.0
2190000,-0.44639626,1.4829733,1999.0,0.021099757,0.031989716,0.00019069864,-9.139857743467603,-9.139857743467603,1.0
2200000,-0.43387207,1.4831645,1999.0,0.012667287,0.0228607,0.00019016108,None,None,1.0
2210000,-0.42682227,1.4829742,1144.3333333333333,0.008075627,0.021855034,0.00018959255,-6.049636694518003,-6.049636694518003,1.0
2220000,-0.46243718,1.4826639,1760.0,0.012337631,0.029249271,0.00018900681,-7.5991432794502805,-7.5991432794502805,1.0
2230000,-0.4445971,1.4826591,1999.0,None,None,None,-9.662667155265808,-9.662667155265808,1.0
2240000,-0.444449,1.4832183,1999.0,0.027531052,0.03467601,0.00018847642,-9.664667387803396,-9.664667387803396,1.0
2250000,-0.4351293,1.4833567,1284.3333333333333,0.012657174,0.020485533,0.00018795316,-5.868444798721208,-5.868444798721208,1.0
2260000,-0.44438988,1.4838598,1969.0,0.011349234,0.028219342,0.00018737481,-8.847000300884247,-8.847000300884247,1.0
2270000,-0.44738454,1.4853615,889.0,0.022187565,0.07331622,0.0001868489,-3.949000060558319,-3.949000060558319,1.0
2280000,-0.45563272,1.4861631,1993.25,0.018926919,0.031094404,0.00018633142,-8.506000454227129,-8.506000454227129,1.0
