Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1890000,1.1634686,-10.679482,813.5833333333334,-114.50999494393666,-114.50999494393666,1.0
1900000,1.1621706,-11.929614,833.9166666666666,-116.79499471187592,-116.79499471187592,1.0
1910000,1.159859,-10.951476,859.9166666666666,-112.06726707111706,-112.06726707111706,1.0
1920000,1.1576984,-10.594603,840.7272727272727,-101.89499547084172,-101.89499547084172,1.0
1930000,1.1551647,-11.050243,732.1428571428571,-116.00713799680982,-116.00713799680982,1.0
1940000,1.1521839,-10.419863,895.2727272727273,-116.86726799878207,-116.86726799878207,1.0
1950000,1.1499631,-10.695596,862.25,-102.89166148503621,-102.89166148503621,1.0
1960000,1.1493647,-10.932887,915.1818181818181,-109.61453938484192,-109.61453938484192,1.0
1970000,1.1498708,-10.366177,980.1,-107.87999393939972,-107.87999393939972,1.0
1980000,1.1494217,-10.70624,968.2,-106.91999394893647,-106.91999394893647,1.0
1990000,1.1481171,-11.149961,745.5,-110.26428091526031,-110.26428091526031,1.0
2000000,1.1471575,-10.213094,910.6363636363636,-100.01272149519487,-100.01272149519487,1.0
2010000,1.1456447,-10.809106,927.2727272727273,-102.0579948425293,-102.0579948425293,1.0
2020000,1.1437303,-10.972181,872.4545454545455,-130.04332782824835,-130.04332782824835,1.0
2030000,1.1419911,-10.826145,948.2,-104.91999452114105,-104.91999452114105,1.0
2040000,1.141042,-10.648558,968.0909090909091,-105.68908526680686,-105.68908526680686,1.0
2050000,1.1412781,-10.191416,986.3,-108.4619936466217,-108.4619936466217,1.0
2060000,1.1415834,-10.552707,850.7272727272727,-94.14363126321273,-94.14363126321273,1.0
2070000,1.1418628,-10.570411,944.2727272727273,-121.7472658590837,-121.7472658590837,1.0
2080000,1.1410234,-11.085483,755.6153846153846,-113.98922458061806,-113.98922458061806,1.0
2090000,1.1397839,-10.400564,899.1818181818181,-108.16726660728455,-108.16726660728455,1.0
2100000,1.1391463,-10.731185,870.0833333333334,-103.76832751433055,-103.76832751433055,1.0
2110000,1.1373576,-10.1508665,862.75,-111.24499412377675,-111.24499412377675,1.0
2120000,1.1355257,-11.115725,873.8181818181819,-105.40544900027189,-105.40544900027189,1.0
2130000,1.1348372,-10.601176,992.0,-108.95799398422241,-108.95799398422241,1.0
2140000,1.1339474,-10.199784,954.8,-105.42399425506592,-105.42399425506592,1.0
2150000,1.1331961,-10.518987,789.4615384615385,-109.68922563699576,-109.68922563699576,1.0
2160000,1.1318594,-10.749344,849.1666666666666,-101.62999471028645,-101.62999471028645,1.0
2170000,1.1304784,-11.133776,889.2727272727273,-98.01817651228471,-98.01817651228471,1.0
2180000,1.1290097,-11.334745,751.7142857142857,-110.8685667514801,-110.8685667514801,1.0
2190000,1.126445,-10.548199,934.2,-103.51399488449097,-103.51399488449097,1.0
2200000,1.1252517,-10.453843,999.0,-99.89999403953553,-99.89999403953553,1.0
2210000,1.1237607,-10.070557,898.8181818181819,-108.15272155675021,-108.15272155675021,1.0
2220000,1.1212174,-10.490739,898.25,-114.48332830270131,-114.48332830270131,1.0
2230000,1.1192716,-10.228659,955.0,-105.49999387264252,-105.49999387264252,1.0
2240000,1.12013,-10.945735,869.4166666666666,-103.59166055421035,-103.59166055421035,1.0
2250000,1.1209118,-10.876756,862.4545454545455,-104.47454032030973,-104.47454032030973,1.0
2260000,1.1197438,-10.071376,999.0,-99.8199938774109,-99.8199938774109,1.0
2270000,1.1181753,-10.252588,815.4166666666666,-106.43666136264801,-106.43666136264801,1.0
2280000,1.1178083,-10.0985775,999.0,-99.8199938774109,-99.8199938774109,1.0
2290000,1.1170756,-9.845438,875.0833333333334,-104.14999449253082,-104.14999449253082,1.0
2300000,1.1167161,-10.442037,999.0,-99.83999385833741,-99.83999385833741,1.0
2310000,1.1162037,-11.315479,720.2857142857143,-114.84570789337158,-114.84570789337158,1.0
2320000,1.113882,-9.966119,840.6666666666666,-100.75332713127136,-100.75332713127136,1.0
2330000,1.1124665,-10.713993,721.7692307692307,-110.67999641711896,-110.67999641711896,1.0
2340000,1.1110032,-10.514906,806.5833333333334,-105.53999563058217,-105.53999563058217,1.0
2350000,1.1087629,-10.512137,878.9166666666666,-112.84332716464996,-112.84332716464996,1.0
2360000,1.1076037,-10.343087,770.6153846153846,-107.87845728947566,-107.87845728947566,1.0
2370000,1.1066289,-11.126022,817.1666666666666,-106.7933283050855,-106.7933283050855,1.0
2380000,1.105365,-10.423021,912.5454545454545,-109.52908476916227,-109.52908476916227,1.0
2390000,1.1041262,-10.143191,866.5454545454545,-104.8345397602428,-104.8345397602428,1.0
2400000,1.1039412,-10.656456,827.4615384615385,-105.81384068268996,-105.81384068268996,1.0
2410000,1.1019422,-10.487251,999.0,-99.91999387741089,-99.91999387741089,1.0
2420000,1.100784,-10.789583,894.2727272727273,-116.74181168729609,-116.74181168729609,1.0
2430000,1.1002578,-9.983201,850.75,-101.80666142702103,-101.80666142702103,1.0
2440000,1.1000408,-10.322725,837.0,-108.7616605758667,-108.7616605758667,1.0
2450000,1.0993813,-10.342183,935.1,-103.54599404335022,-103.54599404335022,1.0
2460000,1.0982745,-10.599606,772.3846153846154,-108.06153352443988,-108.06153352443988,1.0
2470000,1.0973033,-10.244762,953.7272727272727,-104.49999345432629,-104.49999345432629,1.0
2480000,1.0959868,-10.385608,887.3636363636364,-106.94181281870061,-106.94181281870061,1.0
2490000,1.0938902,-11.06133,999.0,-99.83999385833741,-99.83999385833741,1.0
2500000,1.0924779,-11.849815,934.8181818181819,-111.74181227250533,-111.74181227250533,1.0
2510000,1.0922476,-10.223525,875.9090909090909,-114.93272178823298,-114.93272178823298,1.0
2520000,1.0922419,-10.097191,999.0,-99.9399938583374,-99.9399938583374,1.0
2530000,1.0922401,-10.511065,999.0,-99.9399938583374,-99.9399938583374,1.0
2540000,1.0913761,-10.684394,924.4545454545455,-101.57817580483176,-101.57817580483176,1.0
2550000,1.0903513,-10.93491,891.9090909090909,-116.48726667057385,-116.48726667057385,1.0
2560000,1.0895321,-10.217632,910.3636363636364,-109.13635823943399,-109.13635823943399,1.0
2570000,1.0882865,-10.115944,865.9166666666666,-103.51817666400562,-103.51817666400562,1.0
2580000,1.0856274,-10.994237,959.8,-105.52181285077876,-105.52181285077876,1.0
2590000,1.0834504,-10.9962,795.3846153846154,-110.36614812337436,-110.36614812337436,1.0
2600000,1.0823292,-10.939925,901.0,-108.33453900163823,-108.33453900163823,1.0
2610000,1.0807017,-11.008566,916.2727272727273,-109.87999380718578,-109.87999380718578,1.0
2620000,1.0787904,-10.333713,779.0833333333334,-102.87166154384613,-102.87166154384613,1.0
2630000,1.0789639,-10.773461,898.7272727272727,-117.19090409712358,-117.19090409712358,1.0
2640000,1.0775458,-10.159289,928.2727272727273,-101.94363052194768,-101.94363052194768,1.0
2650000,1.0776178,-10.072481,975.3,-107.44999327659608,-107.44999327659608,1.0
2660000,1.0775211,-11.881234,821.0769230769231,-112.90922579398521,-112.90922579398521,1.0
2670000,1.0760889,-10.056913,912.9,-101.31999406814575,-101.31999406814575,1.0
2680000,1.0760382,-10.505081,842.5,-117.5433288415273,-117.5433288415273,1.0
2690000,1.0731807,-10.199562,953.5454545454545,-104.44908495382829,-104.44908495382829,1.0
2700000,1.0722799,-10.363245,892.3636363636364,-116.40363066846675,-116.40363066846675,1.0
2710000,1.0713613,-10.543049,786.5384615384615,-109.4123024573693,-109.4123024573693,1.0
2720000,1.0691686,-10.576042,927.4545454545455,-101.71090338988738,-101.71090338988738,1.0
2730000,1.0681868,-10.721251,840.9090909090909,-120.16363148255782,-120.16363148255782,1.0
2740000,1.0670062,-11.586597,935.9090909090909,-111.70362988385287,-111.70362988385287,1.0
2750000,1.0661911,-11.191235,785.8461538461538,-109.44307176883405,-109.44307176883405,1.0
2760000,1.0666459,-9.976747,999.0,-99.87999382019044,-99.87999382019044,1.0
2770000,1.0672522,-9.962906,909.7272727272727,-100.12726653705944,-100.12726653705944,1.0
2780000,1.0675927,-10.432866,825.6666666666666,-107.61166147391002,-107.61166147391002,1.0
2790000,1.0670099,-11.087438,918.1818181818181,-100.97090309316462,-100.97090309316462,1.0
2800000,1.0664517,-11.049052,759.0,-106.7323023722722,-106.7323023722722,1.0
2810000,1.0637478,-10.5231495,755.7692307692307,-106.31999413783734,-106.31999413783734,1.0
2820000,1.0608603,-10.668493,942.9090909090909,-112.42908471280879,-112.42908471280879,1.0
2830000,1.0591704,-10.039391,912.4545454545455,-100.38726663589478,-100.38726663589478,1.0
2840000,1.0576285,-10.362018,999.0,-99.95999383926392,-99.95999383926392,1.0
2850000,1.0560608,-10.51102,745.0,-105.31537925280057,-105.31537925280057,1.0
2860000,1.0548192,-11.989299,743.6923076923077,-105.17076418950008,-105.17076418950008,1.0
2870000,1.0539978,-10.563407,845.25,-101.15832809607188,-101.15832809607188,1.0
2880000,1.0530287,-11.045801,807.3333333333334,-114.05499444405238,-114.05499444405238,1.0
2890000,1.0522023,-10.130873,999.0,-99.85999383926392,-99.85999383926392,1.0
2900000,1.0521837,-10.213396,913.2727272727273,-100.47817585685037,-100.47817585685037,1.0
2910000,1.0511897,-11.719433,870.5,-103.761661251386,-103.761661251386,1.0
2920000,1.0490495,-11.579565,961.4,-116.08999385833741,-116.08999385833741,1.0
2930000,1.0473233,-11.105811,722.1428571428571,-115.12570990834918,-115.12570990834918,1.0
2940000,1.0452621,-10.292326,925.0909090909091,-110.73090336539529,-110.73090336539529,1.0
2950000,1.0427744,-10.024648,999.0,-99.83999385833741,-99.83999385833741,1.0
2960000,1.0413178,-10.173413,947.2,-104.77599468231202,-104.77599468231202,1.0
2970000,1.0401188,-10.798042,902.0909090909091,-108.36726700175892,-108.36726700175892,1.0
2980000,1.0392553,-11.471963,868.9166666666666,-111.96666159232457,-111.96666159232457,1.0
2990000,1.0390078,-10.998367,876.1666666666666,-104.58363097364253,-104.58363097364253,1.0
3000000,1.0371734,-10.347089,906.1,-100.59999431263317,-100.59999431263317,1.0
3010000,1.0368911,-10.480988,857.9166666666666,-102.49666134516399,-102.49666134516399,1.0
3020000,1.0371138,-10.63935,949.2727272727273,-113.13453930074519,-113.13453930074519,1.0
3030000,1.036558,-10.407187,852.0909090909091,-112.51090309836648,-112.51090309836648,1.0
3040000,1.036062,-11.187932,899.3636363636364,-108.07635841044512,-108.07635841044512,1.0
3050000,1.03432,-9.926726,999.0,-99.97999382019043,-99.97999382019043,1.0
3060000,1.0339408,-9.8364315,999.0,-99.97999382019043,-99.97999382019043,1.0
3070000,1.0329874,-9.901092,916.5454545454545,-100.82181258635087,-100.82181258635087,1.0
3080000,1.0323222,-10.695803,855.0833333333334,-102.11499373118083,-102.11499373118083,1.0
3090000,1.0320944,-10.085585,991.3,-108.96199355125427,-108.96199355125427,1.0
3100000,1.0314026,-10.407003,921.6363636363636,-110.43454007668929,-110.43454007668929,1.0
