Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Is Training
40000,-0.052502546,1.413959,1999.5555555555557,0.8349828190273709,0.8349828190273709,0.005643669,0.019120995,0.0002961942,1.0
50000,-0.033191856,1.4124823,None,None,None,0.006417032,0.024014892,0.00029501662,1.0
60000,-0.055512886,1.4135741,None,None,None,None,None,None,1.0
70000,-0.04656722,1.412925,1999.1666666666667,-0.12481275107711554,-0.12481275107711554,0.00126918,0.023406187,0.00029389022,1.0
80000,-0.012001698,1.411992,None,0.10116973221302032,0.10116973221302032,0.0009902795,0.019075805,0.00029279865,1.0
90000,0.01657555,1.4122317,None,None,None,0.0103368675,0.021286655,0.00029174905,1.0
100000,-0.0015807404,1.411733,None,None,None,0.001964155,0.023962894,0.00029049467,1.0
110000,-0.019078359,1.4112961,1999.5555555555557,0.779677442378468,0.779677442378468,0.0062078186,0.025463374,0.00028946908,1.0
120000,0.04109276,1.4100252,None,None,None,0.0052705985,0.027741553,0.00028827612,1.0
130000,0.018773042,1.4084545,None,None,None,0.0042284974,0.022801409,0.0002872265,1.0
140000,-0.00379434,1.4100227,None,None,None,None,None,None,1.0
150000,0.02092128,1.4106653,1999.0,-0.054639074123568006,-0.054639074123568006,0.0009876877,0.02095874,0.00028597208,1.0
160000,0.039847575,1.4121915,None,None,None,0.008161089,0.020646868,0.00028467615,1.0
170000,0.00387378,1.4137231,None,None,None,0.0056932396,0.025820034,0.00028362652,1.0
180000,-0.003930962,1.4152555,1999.0,0.3542585000395775,0.3542585000395775,0.00063226064,0.02648563,0.00028237214,1.0
190000,0.040205512,1.4148151,None,3.002699300646782,3.002699300646782,0.00603234,0.018463604,0.0002810761,1.0
200000,-0.0025764108,1.4139205,None,None,None,0.0022831927,0.025696896,0.0002800265,1.0
210000,-0.0034501601,1.4144193,None,None,None,None,None,None,1.0
220000,0.034039073,1.4144964,1999.0,0.27941076416108346,0.27941076416108346,0.0019257946,0.026841423,0.0002787721,1.0
230000,0.02837598,1.4141997,None,None,None,0.010699894,0.027002517,0.00027747615,1.0
240000,-0.017988931,1.4140958,None,None,None,0.0023951665,0.021985771,0.0002764265,1.0
250000,-0.026786298,1.4136097,1999.111111111111,0.7506745494902134,0.7506745494902134,0.00014878501,0.023770131,0.00027517215,1.0
260000,0.07221883,1.4127344,None,0.6025796368718147,0.6025796368718147,None,None,None,1.0
270000,0.00054246874,1.4112085,None,None,None,0.009784568,0.019355005,0.00027387592,1.0
280000,-0.018424477,1.4098395,None,None,None,0.0020413043,0.021675795,0.00027277513,1.0
290000,0.00088488485,1.4087237,1999.0,0.3346830490562651,0.3346830490562651,0.00014958449,0.022587776,0.00027157192,1.0
300000,0.061204292,1.4073236,None,None,None,0.010636568,0.020171503,0.00027027598,1.0
310000,0.04347249,1.4055634,None,None,None,None,None,None,1.0
320000,-0.0098253125,1.4056165,None,None,None,0.0064736153,0.024604546,0.0002688935,1.0
330000,0.061153285,1.4066083,1999.0,1.0580218036969502,1.0580218036969502,0.001029713,0.021131678,0.00026782634,1.0
340000,0.1178825,1.4069053,None,None,None,0.013422397,0.021246284,0.00026667592,1.0
350000,0.062948704,1.4069394,None,None,None,0.009209294,0.023996936,0.00026529355,1.0
