Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
1330000,1.3955897,None,-0.38853735,-3.6490001678466797,-3.6490001678466797,1.0
1340000,1.3942734,1414.6666666666667,-0.4060183,-6.298222631216049,-6.298222631216049,1.0
1350000,1.3918883,1517.6,-0.426982,-6.590600442886353,-6.590600442886353,1.0
1360000,1.3923235,976.4,-0.3926039,-4.434428872806685,-4.434428872806685,1.0
1370000,1.3926469,650.6,-0.33815917,-2.188250094652176,-2.188250094652176,1.0
1380000,1.394317,None,-0.4031246,None,None,1.0
1390000,1.3944688,1340.0,-0.39704034,-4.220666885375977,-4.220666885375977,1.0
1400000,1.3935941,1002.5,-0.4047608,-5.7867781817913055,-5.7867781817913055,1.0
1410000,1.3925515,296.0,-0.4302787,-1.148666759332021,-1.148666759332021,1.0
1420000,1.3917395,1832.5,-0.42678577,-8.081417217850685,-8.081417217850685,1.0
1430000,1.391508,1333.3333333333333,-0.42408064,-5.253125317860395,-5.253125317860395,1.0
1440000,1.3922815,1191.25,-0.39057007,-5.730846456037118,-5.730846456037118,1.0
1450000,1.3917284,707.6666666666666,-0.40459308,-2.7632223897510104,-2.7632223897510104,1.0
1460000,1.3919483,1999.0,-0.58124423,-8.997000634670258,-8.997000634670258,1.0
1470000,1.3913106,1122.3333333333333,-0.42630744,-4.946333603726493,-4.946333603726493,1.0
1480000,1.3904939,1065.6666666666667,-0.7674324,-4.3300002730555,-4.3300002730555,1.0
1490000,1.3903843,1524.3333333333333,-0.42951,-6.735778265529209,-6.735778265529209,1.0
1500000,1.3909143,1999.0,-0.8296267,-8.665667355060577,-8.665667355060577,1.0
1510000,1.3917371,1485.6666666666667,-0.65497977,-6.987889392508401,-6.987889392508401,1.0
1520000,1.3928113,950.6666666666666,-0.41162965,-3.8672780005468264,-3.8672780005468264,1.0
1530000,1.393394,1164.0,-0.5121561,-5.323000321785609,-5.323000321785609,1.0
1540000,1.3936574,1999.0,-0.4963112,-8.997000654538473,-8.997000654538473,1.0
1550000,1.392843,1027.5,-0.4440551,-4.305666993061702,-4.305666993061702,1.0
1560000,1.3921193,1305.5,-0.46598455,-5.698167075713475,-5.698167075713475,1.0
1570000,1.3917767,1999.0,-0.4736848,-8.996000468730927,-8.996000468730927,1.0
1580000,1.3914897,1999.0,-0.4675433,-9.499000787734985,-9.499000787734985,1.0
1590000,1.3918456,1995.0,-0.48698783,-8.893667260805765,-8.893667260805765,1.0
1600000,1.393188,1031.5,-0.46951324,-3.393200258910656,-3.393200258910656,1.0
1610000,1.3931718,9.0,-0.41088352,-3.2270001910626886,-3.2270001910626886,1.0
1620000,1.393231,1866.0,-0.46829447,-6.999333729346593,-6.999333729346593,1.0
1630000,1.3932891,1999.0,-0.47117466,-8.797200560569763,-8.797200560569763,1.0
1640000,1.3932424,1009.0,-0.41569403,-5.469143188425472,-5.469143188425472,1.0
1650000,1.3933933,1160.5,-0.4410357,-4.879909470677376,-4.879909470677376,1.0
1660000,1.3926119,1257.0,-0.40518686,-5.769187831319869,-5.769187831319869,1.0
1670000,1.3918376,1999.0,-0.40303302,-9.164667338132858,-9.164667338132858,1.0
1680000,1.3928674,644.75,-0.6066484,-2.4765001721680164,-2.4765001721680164,1.0
1690000,1.3930614,1999.0,-0.41558495,-8.996000468730927,-8.996000468730927,1.0
1700000,1.394234,1876.0,-0.43111992,-8.2855004966259,-8.2855004966259,1.0
1710000,1.3964717,None,-0.4409357,None,None,1.0
1720000,1.3979268,1948.0,-0.42541403,-8.74333397547404,-8.74333397547404,1.0
1730000,1.3986905,1540.0,-0.4390707,-9.552556137243906,-9.552556137243906,1.0
1740000,1.3993361,681.0,-0.4039425,-2.2597501426935196,-2.2597501426935196,1.0
1750000,1.4011754,1517.5,-0.41354966,-6.923333803812663,-6.923333803812663,1.0
1760000,1.4024792,1556.0,-0.42755947,-4.566000302632649,-4.566000302632649,1.0
1770000,1.4024882,996.6666666666666,-0.41091725,-5.555727590214122,-5.555727590214122,1.0
1780000,1.4030893,875.0,-0.4148524,-2.4707500487565994,-2.4707500487565994,1.0
1790000,1.4019364,1865.5,-0.4169449,-8.164833943049112,-8.164833943049112,1.0
1800000,1.4000244,1214.6666666666667,-0.39631125,-4.964555793338352,-4.964555793338352,1.0
1810000,1.3997473,1083.0,-0.4160471,-4.917250302930673,-4.917250302930673,1.0
1820000,1.3984805,1558.0,-0.39992738,-6.536100316047668,-6.536100316047668,1.0
1830000,1.3983577,None,-0.39796665,-6.579000532627106,-6.579000532627106,1.0
1840000,1.3988521,1999.0,-0.44385868,-9.596600580215455,-9.596600580215455,1.0
1850000,1.3994915,969.0,-0.3914193,-4.1535716738019675,-4.1535716738019675,1.0
1860000,1.3998854,1999.0,-0.3953229,-8.665667374928793,-8.665667374928793,1.0
1870000,1.4006981,1999.0,-0.38301703,-8.999000668525696,-8.999000668525696,1.0
1880000,1.4007033,1299.0,-0.39533073,-5.689923458374464,-5.689923458374464,1.0
1890000,1.3993897,1231.625,-0.36824813,-5.244208694746097,-5.244208694746097,1.0
1900000,1.3975873,376.0,-0.37452215,-1.5486665964126587,-1.5486665964126587,1.0
1910000,1.3977721,1999.0,-0.3875068,-8.996000468730927,-8.996000468730927,1.0
1920000,1.3970705,1000.5,-0.3997797,-4.172166954105099,-4.172166954105099,1.0
1930000,1.3973391,1199.0,-0.37253538,-4.999000330766042,-4.999000330766042,1.0
1940000,1.3999056,572.0,-0.38456136,-2.195333480834961,-2.195333480834961,1.0
1950000,1.4011364,1603.8,-0.3989435,-6.808500454894134,-6.808500454894134,1.0
1960000,1.4025803,1999.0,-0.7115496,-9.297200584411621,-9.297200584411621,1.0
1970000,1.403027,938.0,-0.395878,-4.135777996646033,-4.135777996646033,1.0
1980000,1.4037853,1036.6666666666667,-1.1384065,-4.518666903177897,-4.518666903177897,1.0
1990000,1.4045819,1933.0,-0.46870023,-7.999333580334981,-7.999333580334981,1.0
2000000,1.405942,1375.6666666666667,-1.4973226,-6.3254448837704125,-6.3254448837704125,1.0
2010000,1.4068986,1000.5,-0.7873514,-4.172166983907421,-4.172166983907421,1.0
2020000,1.4065329,1485.5,-0.41579407,-5.147000156342983,-5.147000156342983,1.0
2030000,1.4054232,987.0,-0.8467923,-5.039182131940668,-5.039182131940668,1.0
2040000,1.4052988,1346.6666666666667,-0.38653287,-5.8457781010203895,-5.8457781010203895,1.0
2050000,1.4045016,1435.4,-0.9101735,-6.179800393184026,-6.179800393184026,1.0
2060000,1.4049118,None,-0.38245636,None,None,1.0
2070000,1.4039502,1999.0,-0.3795014,-9.997000694274902,-9.997000694274902,1.0
2080000,1.4037933,1675.5,-0.39340505,-7.5353755205869675,-7.5353755205869675,1.0
2090000,1.4058393,1280.0,-0.38651568,-5.403333644072215,-5.403333644072215,1.0
2100000,1.4069806,1852.3333333333333,-0.39495704,-7.564167166749637,-7.564167166749637,1.0
2110000,1.4059715,1999.0,-0.46656576,-9.330333968003591,-9.330333968003591,1.0
2120000,1.404522,1999.0,-0.4158895,-8.569286384752818,-8.569286384752818,1.0
2130000,1.4037563,750.5,-0.4344525,-4.440125226974487,-4.440125226974487,1.0
2140000,1.4034615,1005.5,-0.3962665,-4.531500230232875,-4.531500230232875,1.0
2150000,1.4038477,1699.0,-0.417692,-7.831667211320665,-7.831667211320665,1.0
2160000,1.4032422,1999.0,-0.43349284,-8.499000608921051,-8.499000608921051,1.0
2170000,1.4033414,1999.0,-0.42370468,-9.197800660133362,-9.197800660133362,1.0
2180000,1.4041339,531.6666666666666,-0.38468415,-2.8592001900076864,-2.8592001900076864,1.0
2190000,1.4053376,1014.0,-0.4226422,-4.827571788004467,-4.827571788004467,1.0
2200000,1.4054652,1463.25,-0.40940437,-6.019222663508521,-6.019222663508521,1.0
2210000,1.4054244,1039.0,-0.36940378,-4.93480034271876,-4.93480034271876,1.0
2220000,1.4053117,1999.0,-0.41125202,-8.997000575065613,-8.997000575065613,1.0
2230000,1.4052268,1582.0,-0.39838552,-6.746333733201027,-6.746333733201027,1.0
2240000,1.4048059,1503.3333333333333,-0.39845073,-5.964111467202504,-5.964111467202504,1.0
2250000,1.4044329,1103.0,-0.39458287,-4.516000201304753,-4.516000201304753,1.0
2260000,1.4042195,1290.0,-0.40609905,-5.349750258028507,-5.349750258028507,1.0
2270000,1.4036548,1412.5,-0.4148459,-5.0951431180749625,-5.0951431180749625,1.0
2280000,1.4043467,1094.4,-0.3508323,-4.674400307734808,-4.674400307734808,1.0
2290000,1.4045311,924.0,-0.39778152,-3.6172001540660856,-3.6172001540660856,1.0
2300000,1.4051778,1129.25,-0.34306303,-4.933643160121782,-4.933643160121782,1.0
2310000,1.4071596,727.5,-0.38869932,-2.4733335077762604,-2.4733335077762604,1.0
2320000,1.4070027,None,-0.3684174,None,None,1.0
2330000,1.4060158,1683.5,-0.41299397,-6.599750325083733,-6.599750325083733,1.0
2340000,1.4053195,1509.0,-0.38669035,-6.154273095456037,-6.154273095456037,1.0
2350000,1.4052305,759.0,-0.43848825,-4.7878753785043955,-4.7878753785043955,1.0
2360000,1.4055306,1155.0,-0.39063728,-4.908384920312808,-4.908384920312808,1.0
2370000,1.405675,1347.6666666666667,-0.38845065,-5.583375263959169,-5.583375263959169,1.0
2380000,1.4056551,1321.8,-0.3464027,-5.3696432156222205,-5.3696432156222205,1.0
2390000,1.4056113,539.0,-0.36561382,-4.416000264883041,-4.416000264883041,1.0
2400000,1.4054906,447.5,-0.3641379,-1.5723333929975827,-1.5723333929975827,1.0
2410000,1.4054381,435.0,-0.37204316,-0.5123332540194193,-0.5123332540194193,1.0
2420000,1.404623,1605.6,-0.38396358,-6.621583727498849,-6.621583727498849,1.0
2430000,1.4034833,1364.6666666666667,-0.40162522,-6.765727698802948,-6.765727698802948,1.0
2440000,1.4019668,980.3333333333334,-0.39821982,-3.641125224530697,-3.641125224530697,1.0
2450000,1.4022663,1114.5,-0.38548023,-5.3502146026917865,-5.3502146026917865,1.0
2460000,1.4022931,800.1666666666666,-0.32725576,-2.8918890601230993,-2.8918890601230993,1.0
2470000,1.4015625,1999.0,-0.43004838,-9.997000694274902,-9.997000694274902,1.0
2480000,1.401834,None,-0.38525003,-9.997000694274902,-9.997000694274902,1.0
2490000,1.4029057,None,-0.4539024,None,None,1.0
2500000,1.4025737,1316.5,-0.40032768,-5.3340002913028,-5.3340002913028,1.0
2510000,1.4024321,1999.0,-0.57069135,-8.662667095661163,-8.662667095661163,1.0
2520000,1.4022171,791.0,-0.37773967,-2.702875167131424,-2.702875167131424,1.0
2530000,1.4017136,1517.142857142857,-0.5032174,-6.768050488829613,-6.768050488829613,1.0
2540000,1.4025689,79.0,-0.35038987,-3.236000180244446,-3.236000180244446,1.0
2550000,1.4021701,782.5,-0.330781,-2.9978335201740265,-2.9978335201740265,1.0
2560000,1.4015462,None,-0.39488924,None,None,1.0
2570000,1.4011309,1003.75,-0.39674288,-4.188166924131413,-4.188166924131413,1.0
2580000,1.4016567,1665.5,-0.40425193,-6.997167110443115,-6.997167110443115,1.0
2590000,1.4018183,1784.3333333333333,-0.391729,-7.047571888991764,-7.047571888991764,1.0
2600000,1.4018219,741.3333333333334,-0.33559433,-4.21545475568961,-4.21545475568961,1.0
2610000,1.4018244,1999.0,-0.42912602,-8.66366720199585,-8.66366720199585,1.0
2620000,1.4021944,1173.3333333333333,-0.36419454,-4.925389172302352,-4.925389172302352,1.0
2630000,1.4022752,None,-0.41040808,None,None,1.0
2640000,1.4017859,1999.0,-0.39429727,-8.999000708262125,-8.999000708262125,1.0
2650000,1.4010807,781.75,-0.39447224,-4.374692647502973,-4.374692647502973,1.0
2660000,1.4001085,1217.8,-0.35405618,-4.731647291604211,-4.731647291604211,1.0
2670000,1.3999783,1352.3333333333333,-0.38252473,-5.763000342581007,-5.763000342581007,1.0
2680000,1.3981577,885.0,-0.43609858,-2.7623333732287088,-2.7623333732287088,1.0
2690000,1.3979503,1661.3333333333333,-0.45198718,-6.630667075514793,-6.630667075514793,1.0
2700000,1.3986098,119.0,-0.40994737,-4.296500235795975,-4.296500235795975,1.0
2710000,1.3989305,None,-0.45842355,None,None,1.0
2720000,1.400165,1999.0,-0.40060186,-9.665667414665222,-9.665667414665222,1.0
2730000,1.4010899,1999.0,-0.5020539,-9.088273351842707,-9.088273351842707,1.0
2740000,1.4013875,867.5714285714286,-0.3339932,-3.7335911253043874,-3.7335911253043874,1.0
2750000,1.4013402,908.0,-0.36511627,-3.543333570162455,-3.543333570162455,1.0
2760000,1.4019753,1999.0,-0.36890063,None,None,1.0
2770000,1.4025991,1034.0,-0.39906204,-6.001889222198063,-6.001889222198063,1.0
2780000,1.4023833,1347.0,-0.39677677,-5.873200362920761,-5.873200362920761,1.0
2790000,1.4019676,None,-0.41420984,-6.062000334262848,-6.062000334262848,1.0
2800000,1.4018289,1759.75,-0.39122066,-6.846778147750431,-6.846778147750431,1.0
2810000,1.4022753,1508.25,-0.34435016,-7.034800506631533,-7.034800506631533,1.0
2820000,1.4030311,1098.25,-0.38442832,-4.134143063000271,-4.134143063000271,1.0
2830000,1.4037114,19.0,-0.35439935,-2.661500146612525,-2.661500146612525,1.0
2840000,1.4040697,1303.25,-0.35729858,-5.2680002599954605,-5.2680002599954605,1.0
2850000,1.4037706,705.5,-0.37444156,-2.530250142018,-2.530250142018,1.0
2860000,1.4035907,1999.0,-0.37394947,-8.665667335192362,-8.665667335192362,1.0
2870000,1.4042916,1650.0,-0.38072842,-7.252333694034153,-7.252333694034153,1.0
2880000,1.4051958,292.0,-0.3948924,-0.7973333398501078,-0.7973333398501078,1.0
2890000,1.4052131,1302.5,-0.41539437,-5.847333649794261,-5.847333649794261,1.0
2900000,1.4049524,1757.5,-0.39908502,-7.540250531087319,-7.540250531087319,1.0
2910000,1.4047741,625.0,-0.40398934,-2.4623334606488547,-2.4623334606488547,1.0
2920000,1.4045825,1629.0,-0.41200137,-6.642444872193867,-6.642444872193867,1.0
2930000,1.4044187,579.3333333333334,-0.3703333,-3.6732502058148384,-3.6732502058148384,1.0
2940000,1.4046082,1139.0,-0.36601782,-4.3064547804268924,-4.3064547804268924,1.0
2950000,1.4056185,1036.0,-0.39910445,-5.012143135070801,-5.012143135070801,1.0
2960000,1.405356,1017.0,-0.372479,-4.086333552996318,-4.086333552996318,1.0
2970000,1.405377,1487.5,-0.38180563,-5.939000298579534,-5.939000298579534,1.0
2980000,1.4057022,927.6666666666666,-0.3602424,-3.7521112826135425,-3.7521112826135425,1.0
2990000,1.4057754,1233.3333333333333,-0.37597203,-5.058889253271951,-5.058889253271951,1.0
3000000,1.4064437,1324.0,-0.3967498,-5.456333776315053,-5.456333776315053,1.0
3010000,1.4066416,529.0,-0.37687448,-0.9823333968718847,-0.9823333968718847,1.0
3020000,1.4048629,1510.4,-0.37668267,-6.753400351603826,-6.753400351603826,1.0
3030000,1.4033877,1028.8333333333333,-0.3780729,-4.201722429858314,-4.201722429858314,1.0
3040000,1.4024,1055.75,-0.41104376,-3.947916860381762,-3.947916860381762,1.0
3050000,1.4019486,None,-0.3732074,None,None,1.0
3060000,1.401169,1115.3333333333333,-0.39078093,-4.02377802795834,-4.02377802795834,1.0
3070000,1.4009902,351.6666666666667,-0.39037803,-0.9818888902664185,-0.9818888902664185,1.0
3080000,1.4011879,1752.0,-0.40751284,-6.916200488805771,-6.916200488805771,1.0
3090000,1.4007038,1341.3333333333333,-0.34540668,-6.336900396645069,-6.336900396645069,1.0
3100000,1.400267,1860.75,-0.3798,-7.806500525524219,-7.806500525524219,1.0
3110000,1.3992708,352.3333333333333,-0.35064426,-1.2084444330798254,-1.2084444330798254,1.0
3120000,1.399024,1432.0,-0.3894339,-5.497333496809006,-5.497333496809006,1.0
3130000,1.3977355,1361.0,-0.3828947,-5.13983357946078,-5.13983357946078,1.0
3140000,1.397342,1999.0,-0.40454426,-8.829333782196045,-8.829333782196045,1.0
3150000,1.3970232,265.5,-0.38418418,-0.8289999713500341,-0.8289999713500341,1.0
3160000,1.3958733,1237.5,-0.33978724,-5.106166936457157,-5.106166936457157,1.0
3170000,1.39574,1196.8,-0.3488515,-4.920733631650607,-4.920733631650607,1.0
3180000,1.3962563,1068.25,-0.37630957,-4.093000166118145,-4.093000166118145,1.0
3190000,1.395716,1183.75,-0.39383462,-4.338166895012061,-4.338166895012061,1.0
3200000,1.3949802,826.0,-0.40032437,-2.4653334468603134,-2.4653334468603134,1.0
3210000,1.3944681,1492.0,-0.38762593,-5.797333598136902,-5.797333598136902,1.0
3220000,1.3940707,1445.6666666666667,-0.3829058,-5.897333628601498,-5.897333628601498,1.0
