Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
70000,4.483214,0.011877255,0.7506577,0.024394,0.0002967232,1116.0,41.833356857299805,41.833356857299805,1.0
80000,None,0.065280244,0.5569576,0.02717999,0.0002961926,None,None,None,1.0
90000,4.4921236,0.07705763,None,None,None,1536.0,None,None,1.0
100000,4.4870844,0.052484676,0.4400328,0.031264856,0.00029516857,1850.0,33.129618454731016,33.129618454731016,1.0
110000,4.487664,0.10604743,None,None,None,1999.0,30.72217545055208,30.72217545055208,1.0
120000,4.4941587,0.067945085,2.2894075,0.025079649,0.000294476,856.7142857142857,22.410986987027254,22.410986987027254,1.0
130000,4.4765973,0.47368935,0.3266924,0.030005936,0.0002938258,0.0,3.432655739053319,3.432655739053319,1.0
140000,4.4755993,0.5277851,None,None,None,None,None,None,1.0
150000,4.484004,0.62114805,3.8449233,0.027851343,0.00029290243,None,None,None,1.0
160000,4.4799943,0.3035062,3.272651,0.026698193,0.0002921856,None,None,None,1.0
170000,4.4774656,0.06649202,None,None,None,1839.0,41.40367431938648,41.40367431938648,1.0
180000,None,0.08025782,1.792904,0.027311314,0.0002912032,None,None,None,1.0
190000,4.4644914,0.16323185,None,None,None,None,None,None,1.0
200000,4.464583,-0.070965156,1.930156,0.029259708,0.00029048638,1479.0,34.53980430960655,34.53980430960655,1.0
210000,4.459437,-0.18540333,2.3897052,0.027464662,0.000289904,1999.0,30.280954337120058,30.280954337120058,1.0
220000,4.4538794,0.011631354,None,None,None,None,None,None,1.0
230000,4.445951,0.012609367,0.736509,0.029019594,0.00028887996,1781.0,30.23813788375507,30.23813788375507,1.0
240000,4.4484196,-0.038989905,None,None,None,1999.0,22.336988864673508,22.336988864673508,1.0
250000,4.469803,-0.015354966,2.4475615,0.027327206,0.00028796121,None,21.806422851979733,21.806422851979733,1.0
260000,4.4643617,0.6069491,4.0368075,0.0285148,0.00028738522,None,None,None,1.0
270000,4.456268,0.98475134,None,None,None,None,None,None,1.0
280000,4.447196,0.9400264,4.8629823,0.029937547,0.00028636123,None,None,None,1.0
290000,4.4473968,0.2182403,2.591092,0.020232506,0.0002857468,None,None,None,1.0
300000,4.446887,0.12000218,2.882005,0.02158459,0.00028516602,1707.0,37.77291490137577,37.77291490137577,1.0
310000,4.449153,0.3396447,None,None,None,None,None,None,1.0
320000,4.4474225,0.080294706,1.4313805,0.02274353,0.00028424442,1999.0,24.805352330207825,24.805352330207825,1.0
330000,4.451291,0.08762136,0.8893419,0.0239098,0.00028368324,1829.0,31.753211525934084,31.753211525934084,1.0
340000,4.4562097,0.0762285,None,None,None,1966.0,37.674061819911,37.674061819911,1.0
350000,4.456478,0.08467797,2.0743577,0.022065531,0.00028288018,1543.5,None,None,1.0
360000,4.454095,0.07736231,3.5349507,0.027545584,0.00028236484,1999.0,35.50684370000714,35.50684370000714,1.0
370000,4.453319,0.09727622,None,None,None,1999.0,18.422968255148994,18.422968255148994,1.0
380000,4.447608,0.4076344,1.4732159,0.02581884,0.00028140805,None,18.347001957396667,18.347001957396667,1.0
390000,4.4425535,0.028885549,10.739436,0.025491295,0.00028081282,1069.0,14.75300857424736,14.75300857424736,1.0
400000,4.443574,0.55938137,4.459014,0.016432323,0.00028029163,None,69.8884210549295,69.8884210549295,1.0
410000,4.460665,1.0151533,10.051016,0.025359675,0.00027957483,None,None,None,1.0
420000,4.4539194,-0.000718889,None,None,None,1169.0,44.63468363881111,44.63468363881111,1.0
430000,4.4412575,0.25164917,4.1294117,0.021902239,0.000278946,1739.0,36.984265983104706,36.984265983104706,1.0
440000,4.444005,0.2817351,1.3449445,0.026540799,0.00027814764,None,None,None,1.0
450000,4.458482,0.56679803,2.5229197,0.024096591,0.00027753323,None,None,None,1.0
460000,4.451102,0.77651757,None,None,None,1949.0,128.26235884428024,128.26235884428024,1.0
470000,4.4421196,0.05394292,12.128916,0.021961417,0.00027693843,1999.0,21.657285749912262,21.657285749912262,1.0
480000,4.4425473,0.17876212,1.6650041,0.026166754,0.0002761288,1582.0,35.07838287483901,35.07838287483901,1.0
490000,4.4376826,0.091364,0.81780165,0.02955058,0.000275563,1902.0,28.773688670247793,28.773688670247793,1.0
500000,4.427579,0.010454335,None,None,None,1999.0,34.89058425708821,34.89058425708821,1.0
510000,4.414859,0.9262882,0.4473105,0.024490248,0.00027499662,829.0,44.11703030599488,44.11703030599488,1.0
520000,4.4330397,0.38739583,8.916805,0.017804781,0.0002744598,1319.5,48.65232388675213,48.65232388675213,1.0
530000,4.410162,1.059289,2.2561417,0.028066514,0.00027393166,None,None,None,1.0
540000,4.415707,0.8875017,11.527701,0.024913061,0.00027331722,1999.0,None,None,1.0
